From,To,Type,Stype
312,9,4,Dy
228,221,4,Dy
269,172,4,Dy
309,291,2,Ag
182,183,4,Dy
176,13,4,Dy
38,40,4,Dy
295,238,4,Dy
88,205,4,Dy
192,306,4,Dy
219,172,4,Dy
293,12,1,As
207,288,1,As
243,288,1,As
163,231,4,Dy
265,183,4,Dy
35,168,4,Dy
181,253,4,Dy
363,245,3,I
131,130,1,As
98,244,1,As
266,40,4,Dy
273,165,4,Dy
349,347,3,I
212,288,4,Dy
267,238,4,Dy
275,11,1,As
186,308,4,Dy
261,305,4,Dy
295,118,1,As
156,11,4,Dy
350,243,1,As
103,295,4,Dy
300,313,1,As
360,361,1,As
91,121,1,As
36,13,4,Dy
176,16,4,Dy
33,146,1,As
294,191,4,Dy
165,166,1,As
163,293,4,Dy
279,268,4,Dy
230,305,4,Dy
223,11,4,Dy
28,34,4,Dy
23,258,1,As
223,24,4,Dy
35,188,4,Dy
97,29,1,As
295,142,1,As
229,189,4,Dy
223,2,4,Dy
150,295,4,Dy
302,288,1,As
219,171,4,Dy
363,354,1,As
243,254,4,Dy
275,24,4,Dy
324,335,3,I
37,257,1,As
16,82,3,I
163,34,4,Dy
30,127,1,As
88,120,1,As
243,306,4,Dy
76,182,4,Dy
295,140,1,As
157,26,4,Dy
306,321,1,As
117,119,1,As
142,321,1,As
218,168,4,Dy
359,258,1,As
214,188,4,Dy
264,166,4,Dy
152,305,4,Dy
181,257,4,Dy
99,321,1,As
33,308,4,Dy
67,329,1,As
157,350,4,Dy
171,12,1,As
233,246,4,Dy
169,146,1,As
25,26,1,As
34,295,1,As
163,13,4,Dy
306,313,3,I
68,171,4,Dy
169,308,4,Dy
69,40,4,Dy
226,171,4,Dy
223,11,1,As
230,191,4,Dy
38,291,1,As
54,12,1,As
118,305,4,Dy
220,221,1,As
243,71,1,As
270,285,1,As
267,166,4,Dy
42,288,1,As
233,292,3,I
163,13,1,As
181,180,1,As
228,13,1,As
81,75,3,I
96,86,1,As
310,288,4,Dy
264,254,4,Dy
229,291,1,As
223,254,4,Dy
219,167,4,Dy
243,166,4,Dy
35,167,4,Dy
47,50,2,Ag
42,214,4,Dy
98,172,4,Dy
181,27,4,Dy
220,317,1,As
270,9,4,Dy
261,221,4,Dy
36,172,4,Dy
189,257,1,As
25,43,4,Dy
218,253,4,Dy
348,347,1,As
218,165,4,Dy
233,288,1,As
184,15,4,Dy
67,66,3,I
287,329,1,As
275,306,4,Dy
273,43,4,Dy
170,308,4,Dy
163,3,4,Dy
69,171,4,Dy
214,9,4,Dy
281,280,1,As
163,248,4,Dy
309,312,4,Dy
294,305,4,Dy
223,183,4,Dy
25,26,4,Dy
182,191,4,Dy
233,288,4,Dy
269,39,4,Dy
78,298,1,As
304,256,1,As
36,293,4,Dy
8,321,1,As
212,291,1,As
243,11,4,Dy
118,191,4,Dy
176,27,4,Dy
68,167,4,Dy
181,16,4,Dy
214,250,4,Dy
243,348,4,Dy
226,167,4,Dy
177,10,4,Dy
293,299,4,Dy
28,248,4,Dy
305,59,4,Dy
228,248,4,Dy
282,277,4,Dy
285,269,4,Dy
34,9,4,Dy
104,82,4,Dy
278,257,4,Dy
69,168,4,Dy
266,288,1,As
223,238,4,Dy
34,294,4,Dy
242,258,1,As
371,370,1,As
181,172,4,Dy
65,329,1,As
214,171,4,Dy
182,305,4,Dy
104,122,1,As
335,321,1,As
35,171,4,Dy
273,37,4,Dy
150,287,1,As
243,336,1,As
38,214,4,Dy
264,11,4,Dy
38,21,4,Dy
210,305,4,Dy
25,37,4,Dy
42,288,4,Dy
181,350,4,Dy
273,26,4,Dy
42,216,4,Dy
88,122,1,As
28,3,4,Dy
57,118,1,As
148,120,1,As
101,60,4,Dy
68,188,4,Dy
229,17,4,Dy
222,244,1,As
51,118,1,As
260,280,1,As
179,166,4,Dy
329,61,4,Dy
282,271,4,Dy
266,21,4,Dy
98,221,4,Dy
34,10,4,Dy
263,10,4,Dy
228,34,4,Dy
264,2,4,Dy
88,122,4,Dy
273,253,4,Dy
162,146,1,As
214,189,4,Dy
88,82,4,Dy
216,172,4,Dy
268,305,4,Dy
216,293,4,Dy
219,9,4,Dy
205,26,4,Dy
207,164,1,As
229,15,3,I
228,13,4,Dy
107,121,1,As
213,216,4,Dy
282,260,4,Dy
273,280,1,As
98,293,4,Dy
212,324,4,Dy
25,253,4,Dy
82,288,4,Dy
228,16,4,Dy
212,258,1,As
309,306,1,As
275,210,1,As
219,250,4,Dy
295,30,1,As
172,171,1,As
28,321,1,As
125,321,1,As
181,293,4,Dy
364,347,1,As
273,26,1,As
212,21,4,Dy
268,191,4,Dy
180,10,4,Dy
311,146,1,As
361,347,3,I
223,306,4,Dy
163,172,4,Dy
39,26,4,Dy
299,189,4,Dy
231,305,4,Dy
357,355,1,As
101,60,1,As
243,238,3,I
205,321,1,As
310,15,4,Dy
299,9,4,Dy
302,216,4,Dy
152,183,4,Dy
104,122,4,Dy
117,124,1,As
163,350,4,Dy
341,354,2,Ag
39,26,3,I
219,189,4,Dy
8,17,4,Dy
8,3,3,I
267,2,4,Dy
98,39,4,Dy
299,250,4,Dy
157,253,4,Dy
74,298,2,Ag
252,255,2,Ag
182,221,4,Dy
156,305,4,Dy
118,221,4,Dy
223,166,4,Dy
230,221,4,Dy
210,191,4,Dy
214,167,4,Dy
157,3,4,Dy
19,13,4,Dy
366,27,4,Dy
8,3,4,Dy
190,212,1,As
104,287,1,As
231,191,4,Dy
267,254,4,Dy
219,253,4,Dy
181,172,1,As
176,221,4,Dy
184,288,4,Dy
300,0,1,As
226,9,4,Dy
228,257,4,Dy
229,21,4,Dy
243,238,4,Dy
270,10,4,Dy
61,299,4,Dy
243,183,4,Dy
157,192,4,Dy
233,319,1,As
341,245,3,I
349,351,3,I
186,288,4,Dy
68,253,4,Dy
158,146,1,As
227,24,4,Dy
156,183,4,Dy
20,308,4,Dy
30,321,1,As
157,82,1,As
95,118,4,Dy
229,321,1,As
179,2,4,Dy
163,257,4,Dy
157,17,4,Dy
65,74,1,As
69,26,1,As
263,285,1,As
263,293,4,Dy
39,168,4,Dy
264,238,4,Dy
179,11,4,Dy
121,118,4,Dy
232,308,4,Dy
181,34,4,Dy
156,191,4,Dy
262,288,1,As
227,288,4,Dy
285,268,4,Dy
85,92,3,I
120,117,1,As
32,24,4,Dy
299,171,4,Dy
205,188,4,Dy
181,167,4,Dy
28,17,4,Dy
87,295,4,Dy
187,16,3,I
227,288,1,As
20,146,1,As
25,40,4,Dy
163,27,4,Dy
158,308,4,Dy
273,40,4,Dy
39,21,4,Dy
186,24,4,Dy
19,172,4,Dy
210,221,4,Dy
25,212,1,As
180,221,4,Dy
207,254,4,Dy
28,82,1,As
368,258,1,As
227,11,4,Dy
74,317,1,As
21,288,3,I
179,254,4,Dy
303,256,3,I
19,248,4,Dy
187,16,4,Dy
90,295,4,Dy
274,166,4,Dy
24,291,3,I
73,74,4,Dy
212,215,1,As
100,109,1,As
37,26,3,I
86,85,4,Dy
69,189,4,Dy
367,239,4,Dy
265,243,1,As
268,221,4,Dy
356,357,1,As
266,165,4,Dy
305,255,2,Ag
73,74,1,As
269,10,4,Dy
161,10,4,Dy
69,26,4,Dy
268,244,4,Dy
262,306,4,Dy
179,306,4,Dy
288,291,3,I
32,288,4,Dy
303,288,4,Dy
312,221,4,Dy
273,168,4,Dy
180,244,4,Dy
299,167,4,Dy
192,165,4,Dy
265,191,4,Dy
181,171,4,Dy
212,246,4,Dy
279,269,4,Dy
308,140,1,As
363,258,1,As
258,24,4,Dy
303,330,3,I
270,172,4,Dy
231,244,4,Dy
229,168,4,Dy
25,168,4,Dy
150,257,4,Dy
20,183,4,Dy
261,284,3,I
231,221,4,Dy
210,244,4,Dy
205,250,4,Dy
69,43,4,Dy
303,24,4,Dy
207,11,4,Dy
207,166,4,Dy
31,146,1,As
277,21,4,Dy
69,250,4,Dy
205,189,4,Dy
183,257,1,As
176,10,4,Dy
75,59,4,Dy
189,188,1,As
176,125,1,As
229,192,4,Dy
133,137,3,I
167,12,1,As
329,330,1,As
285,262,4,Dy
248,82,3,I
294,221,4,Dy
233,306,4,Dy
279,261,4,Dy
177,244,4,Dy
69,253,4,Dy
276,293,1,As
212,165,1,As
157,321,1,As
243,341,4,Dy
309,288,4,Dy
216,13,4,Dy
107,321,1,As
30,17,4,Dy
258,288,4,Dy
299,188,4,Dy
97,329,1,As
350,140,1,As
215,10,1,As
20,156,4,Dy
309,24,4,Dy
163,171,4,Dy
261,10,1,As
205,113,3,I
228,27,4,Dy
30,82,1,As
35,189,4,Dy
38,165,4,Dy
35,253,4,Dy
296,313,1,As
268,284,3,I
181,248,4,Dy
230,244,4,Dy
103,118,4,Dy
277,165,4,Dy
293,321,1,As
175,183,4,Dy
175,166,4,Dy
179,238,4,Dy
158,20,1,As
115,321,1,As
226,172,4,Dy
148,239,4,Dy
316,317,1,As
208,202,2,Ag
227,238,4,Dy
263,172,4,Dy
98,125,1,As
343,318,1,As
228,293,4,Dy
222,161,4,Dy
208,203,1,As
152,191,4,Dy
228,172,4,Dy
269,284,3,I
175,308,4,Dy
243,2,4,Dy
312,10,4,Dy
267,183,4,Dy
192,214,4,Dy
35,250,4,Dy
98,295,4,Dy
216,167,4,Dy
213,214,1,As
302,238,4,Dy
200,214,4,Dy
104,205,4,Dy
161,221,4,Dy
28,350,4,Dy
170,146,1,As
297,296,1,As
68,250,4,Dy
181,9,4,Dy
285,261,4,Dy
227,306,4,Dy
263,272,1,As
36,39,4,Dy
118,244,4,Dy
295,183,4,Dy
349,146,1,As
270,39,4,Dy
67,68,1,As
163,167,4,Dy
210,118,4,Dy
261,10,4,Dy
226,293,4,Dy
36,39,1,As
265,244,4,Dy
269,221,4,Dy
181,13,4,Dy
35,113,3,I
175,173,1,As
212,165,4,Dy
19,293,4,Dy
366,16,4,Dy
207,2,4,Dy
104,113,1,As
264,306,4,Dy
182,244,4,Dy
213,214,4,Dy
68,189,4,Dy
104,121,1,As
148,242,4,Dy
219,188,4,Dy
177,191,4,Dy
295,254,4,Dy
175,24,4,Dy
87,113,1,As
208,214,4,Dy
42,172,4,Dy
38,43,4,Dy
263,280,1,As
97,122,4,Dy
359,358,1,As
44,40,4,Dy
162,125,1,As
162,34,4,Dy
75,298,1,As
40,22,1,As
184,321,1,As
210,250,4,Dy
265,280,1,As
93,85,3,I
163,9,4,Dy
34,13,4,Dy
268,188,4,Dy
69,21,4,Dy
266,284,3,I
90,122,4,Dy
311,24,4,Dy
182,9,4,Dy
158,321,1,As
268,288,1,As
296,329,1,As
182,167,4,Dy
31,82,1,As
274,191,4,Dy
279,262,4,Dy
180,254,4,Dy
172,321,1,As
274,305,4,Dy
191,212,1,As
214,26,4,Dy
192,288,1,As
29,16,4,Dy
81,298,1,As
295,321,1,As
42,13,4,Dy
219,306,4,Dy
170,135,1,As
226,306,4,Dy
231,250,4,Dy
312,313,3,I
25,214,4,Dy
20,34,4,Dy
8,15,4,Dy
140,86,1,As
304,252,4,Dy
218,21,4,Dy
302,26,1,As
229,238,4,Dy
233,191,4,Dy
263,221,4,Dy
312,2,4,Dy
35,13,4,Dy
277,299,4,Dy
20,321,1,As
175,26,4,Dy
337,1,1,As
212,253,4,Dy
95,120,1,As
34,172,4,Dy
216,250,4,Dy
192,219,4,Dy
86,88,1,As
346,16,4,Dy
228,291,1,As
38,183,4,Dy
39,167,4,Dy
165,288,4,Dy
282,270,4,Dy
179,253,4,Dy
222,288,4,Dy
268,288,4,Dy
227,230,4,Dy
91,245,1,As
269,161,4,Dy
120,295,4,Dy
170,133,4,Dy
218,244,4,Dy
100,321,1,As
158,157,1,As
35,172,4,Dy
302,26,4,Dy
366,17,4,Dy
279,277,4,Dy
35,254,4,Dy
122,257,4,Dy
266,238,4,Dy
10,288,3,I
177,305,4,Dy
161,291,1,As
285,276,4,Dy
268,285,1,As
83,84,1,As
243,171,4,Dy
72,257,1,As
207,191,4,Dy
267,39,4,Dy
303,22,1,As
207,305,4,Dy
179,172,1,As
10,288,4,Dy
275,9,4,Dy
182,10,4,Dy
294,10,4,Dy
31,140,1,As
87,120,1,As
30,27,4,Dy
181,10,4,Dy
165,288,3,I
106,335,1,As
31,40,1,As
157,167,4,Dy
219,11,4,Dy
20,254,4,Dy
231,165,4,Dy
216,168,4,Dy
88,92,3,I
273,244,4,Dy
177,221,4,Dy
75,258,1,As
42,253,4,Dy
274,221,4,Dy
30,27,3,I
152,214,4,Dy
35,321,1,As
219,11,1,As
265,305,4,Dy
118,188,4,Dy
120,122,2,Ag
20,13,1,As
120,82,4,Dy
277,13,4,Dy
269,306,4,Dy
258,291,2,Ag
86,88,4,Dy
299,168,4,Dy
216,165,4,Dy
205,253,4,Dy
95,113,1,As
182,10,1,As
294,9,4,Dy
263,305,4,Dy
38,11,4,Dy
294,167,4,Dy
266,26,1,As
265,171,4,Dy
163,10,4,Dy
179,172,4,Dy
180,172,4,Dy
209,212,1,As
210,121,1,As
20,13,4,Dy
38,257,4,Dy
118,294,1,As
275,10,4,Dy
299,238,4,Dy
29,39,4,Dy
233,247,1,As
233,2,4,Dy
157,10,4,Dy
345,258,1,As
222,233,4,Dy
34,254,4,Dy
231,168,4,Dy
274,2,4,Dy
140,82,4,Dy
192,188,4,Dy
247,12,1,As
270,244,1,As
97,82,4,Dy
188,288,3,I
229,26,4,Dy
227,156,4,Dy
219,183,4,Dy
273,21,4,Dy
162,350,4,Dy
153,212,1,As
184,350,4,Dy
296,24,1,As
227,188,4,Dy
118,288,1,As
349,34,4,Dy
210,165,4,Dy
226,183,4,Dy
176,293,4,Dy
214,238,4,Dy
183,23,3,I
19,3,4,Dy
302,329,1,As
309,82,1,As
269,189,4,Dy
85,113,1,As
68,2,4,Dy
98,291,1,As
286,287,1,As
333,330,3,I
349,321,1,As
257,258,1,As
205,167,4,Dy
157,9,4,Dy
265,242,4,Dy
311,307,4,Dy
261,11,4,Dy
277,253,4,Dy
189,10,1,As
265,221,4,Dy
264,171,4,Dy
157,189,4,Dy
20,210,4,Dy
262,183,4,Dy
119,35,4,Dy
294,189,4,Dy
222,27,4,Dy
295,172,4,Dy
266,26,4,Dy
36,40,4,Dy
177,2,4,Dy
140,295,4,Dy
69,329,1,As
96,321,1,As
285,278,4,Dy
19,82,1,As
103,104,1,As
360,358,1,As
296,24,4,Dy
169,350,4,Dy
267,172,4,Dy
156,166,4,Dy
284,281,3,I
275,10,1,As
218,26,4,Dy
163,216,4,Dy
309,3,4,Dy
295,299,4,Dy
205,172,4,Dy
26,291,2,Ag
97,295,4,Dy
368,245,3,I
349,350,4,Dy
36,21,4,Dy
227,2,4,Dy
177,166,4,Dy
247,0,1,As
68,303,1,As
180,253,4,Dy
25,166,4,Dy
183,12,1,As
8,291,2,Ag
267,13,4,Dy
261,11,1,As
175,244,4,Dy
262,11,4,Dy
68,305,1,As
212,9,4,Dy
76,133,4,Dy
233,166,4,Dy
158,291,2,Ag
263,2,4,Dy
365,354,2,Ag
120,205,4,Dy
250,256,3,I
38,306,4,Dy
161,13,4,Dy
366,248,4,Dy
267,167,4,Dy
300,303,4,Dy
312,305,4,Dy
349,350,3,I
65,291,1,As
340,341,1,As
163,16,4,Dy
267,9,4,Dy
152,166,4,Dy
210,113,1,As
212,13,4,Dy
184,291,1,As
229,15,4,Dy
228,15,4,Dy
279,263,4,Dy
182,16,4,Dy
274,171,4,Dy
227,231,4,Dy
270,284,3,I
34,291,1,As
36,221,4,Dy
337,17,4,Dy
179,178,1,As
270,238,4,Dy
214,244,4,Dy
273,171,4,Dy
36,244,4,Dy
162,16,4,Dy
68,305,4,Dy
254,292,3,I
58,247,1,As
180,172,1,As
205,13,4,Dy
243,305,4,Dy
274,280,1,As
343,258,1,As
228,250,4,Dy
299,26,4,Dy
179,177,1,As
228,15,3,I
264,221,4,Dy
226,10,4,Dy
261,9,4,Dy
282,264,4,Dy
170,15,4,Dy
187,288,4,Dy
233,221,4,Dy
165,257,4,Dy
140,205,4,Dy
361,258,1,As
311,308,4,Dy
158,350,4,Dy
270,244,4,Dy
118,166,4,Dy
10,257,4,Dy
156,188,4,Dy
29,34,4,Dy
156,2,4,Dy
42,254,4,Dy
33,27,3,I
175,21,4,Dy
22,257,1,As
295,291,1,As
214,168,4,Dy
287,1,1,As
68,191,4,Dy
261,293,4,Dy
229,250,4,Dy
33,27,4,Dy
176,11,4,Dy
175,146,1,As
205,9,4,Dy
148,109,1,As
310,257,4,Dy
263,166,1,As
207,212,1,As
311,308,3,I
271,24,4,Dy
42,291,1,As
273,221,4,Dy
20,350,4,Dy
227,3,4,Dy
365,321,1,As
31,308,4,Dy
38,293,4,Dy
176,306,4,Dy
368,321,1,As
270,21,4,Dy
187,257,4,Dy
182,189,4,Dy
39,253,4,Dy
363,364,1,As
181,183,4,Dy
38,288,1,As
36,171,4,Dy
230,26,4,Dy
186,3,4,Dy
166,288,3,I
282,269,4,Dy
310,27,4,Dy
219,293,4,Dy
163,189,4,Dy
337,3,4,Dy
86,96,4,Dy
212,172,4,Dy
295,13,4,Dy
162,321,1,As
28,146,1,As
69,244,4,Dy
226,11,4,Dy
68,117,4,Dy
19,221,4,Dy
19,171,4,Dy
98,13,4,Dy
269,216,4,Dy
187,27,4,Dy
176,167,4,Dy
158,34,4,Dy
42,167,4,Dy
25,2,4,Dy
212,172,1,As
312,191,4,Dy
243,191,4,Dy
227,166,4,Dy
355,357,1,As
81,258,1,As
268,272,1,As
307,306,1,As
139,324,4,Dy
152,2,4,Dy
263,171,4,Dy
7,145,1,As
163,253,4,Dy
337,82,1,As
152,188,4,Dy
175,238,4,Dy
15,140,1,As
169,34,4,Dy
352,16,4,Dy
39,189,4,Dy
65,330,3,I
266,244,1,As
261,306,4,Dy
266,168,4,Dy
294,293,3,I
175,168,4,Dy
186,17,4,Dy
31,3,4,Dy
158,15,4,Dy
285,265,4,Dy
32,43,1,As
277,172,4,Dy
231,26,4,Dy
192,257,1,As
220,321,1,As
330,329,1,As
38,288,4,Dy
262,188,4,Dy
232,257,4,Dy
60,61,1,As
228,350,4,Dy
232,161,4,Dy
30,257,4,Dy
181,189,4,Dy
39,10,4,Dy
69,238,4,Dy
176,9,4,Dy
304,299,4,Dy
176,257,4,Dy
310,306,1,As
176,167,1,As
72,59,4,Dy
229,165,4,Dy
227,17,4,Dy
35,9,4,Dy
70,329,1,As
25,188,4,Dy
269,293,4,Dy
161,172,4,Dy
125,112,1,As
20,15,3,I
160,159,1,As
210,321,1,As
33,257,4,Dy
106,109,1,As
15,82,3,I
73,75,1,As
184,34,4,Dy
34,167,4,Dy
137,132,3,I
19,2,4,Dy
349,245,3,I
294,293,4,Dy
275,267,4,Dy
187,248,4,Dy
186,17,3,I
20,15,4,Dy
98,168,4,Dy
228,254,4,Dy
20,291,1,As
242,321,1,As
179,321,1,As
228,165,4,Dy
28,24,4,Dy
275,167,4,Dy
182,253,4,Dy
296,68,4,Dy
140,317,1,As
294,183,4,Dy
95,205,4,Dy
285,329,1,As
273,238,4,Dy
349,16,4,Dy
210,24,4,Dy
221,225,4,Dy
192,2,4,Dy
275,11,4,Dy
231,254,4,Dy
268,293,4,Dy
182,11,4,Dy
69,165,4,Dy
294,172,4,Dy
303,74,4,Dy
157,13,4,Dy
312,171,4,Dy
233,236,1,As
182,34,4,Dy
98,238,4,Dy
268,11,4,Dy
36,26,1,As
28,37,1,As
157,293,4,Dy
285,260,4,Dy
168,290,3,I
270,171,4,Dy
214,246,4,Dy
36,37,1,As
22,59,4,Dy
192,11,4,Dy
39,13,4,Dy
39,293,4,Dy
68,242,4,Dy
82,118,1,As
185,321,1,As
178,179,2,Ag
157,11,4,Dy
175,15,4,Dy
220,16,4,Dy
228,253,4,Dy
86,95,4,Dy
65,24,4,Dy
295,9,4,Dy
164,219,4,Dy
42,189,4,Dy
175,15,3,I
346,321,1,As
227,221,4,Dy
36,2,4,Dy
169,291,1,As
48,50,2,Ag
157,172,4,Dy
210,13,3,I
223,224,3,I
216,26,4,Dy
270,250,4,Dy
180,9,4,Dy
293,24,4,Dy
268,183,4,Dy
252,117,4,Dy
84,321,1,As
268,2,4,Dy
8,24,4,Dy
25,11,4,Dy
210,13,4,Dy
186,191,1,As
150,118,4,Dy
344,258,1,As
20,167,4,Dy
244,257,3,I
98,26,1,As
182,11,1,As
264,21,4,Dy
201,202,1,As
45,118,1,As
19,166,4,Dy
44,37,4,Dy
157,34,4,Dy
7,350,4,Dy
299,21,4,Dy
223,224,1,As
39,172,4,Dy
363,362,1,As
34,250,4,Dy
296,256,1,As
366,82,1,As
244,257,4,Dy
19,21,4,Dy
18,182,4,Dy
294,11,4,Dy
205,319,1,As
44,37,3,I
192,11,1,As
210,204,1,As
8,34,4,Dy
34,189,4,Dy
180,250,4,Dy
261,253,4,Dy
39,254,4,Dy
265,166,4,Dy
38,189,4,Dy
263,21,4,Dy
231,13,4,Dy
163,210,4,Dy
312,188,4,Dy
156,221,4,Dy
76,74,4,Dy
223,305,4,Dy
29,321,1,As
7,34,4,Dy
2,258,1,As
295,165,4,Dy
19,308,4,Dy
183,200,1,As
222,17,4,Dy
231,13,3,I
98,26,4,Dy
218,171,4,Dy
350,238,1,As
175,165,1,As
270,223,4,Dy
264,26,4,Dy
152,11,1,As
185,24,4,Dy
269,253,4,Dy
232,27,4,Dy
345,245,3,I
350,242,4,Dy
7,257,4,Dy
352,245,3,I
179,10,4,Dy
109,121,1,As
352,350,4,Dy
32,118,1,As
228,26,4,Dy
207,21,4,Dy
231,172,4,Dy
270,280,1,As
223,191,4,Dy
90,205,4,Dy
230,2,4,Dy
86,89,4,Dy
42,250,4,Dy
210,172,4,Dy
98,287,1,As
212,189,4,Dy
352,350,3,I
90,329,1,As
4,143,1,As
69,221,4,Dy
302,40,4,Dy
263,166,4,Dy
195,193,1,As
161,253,4,Dy
205,291,1,As
243,21,4,Dy
152,11,4,Dy
285,274,4,Dy
294,306,4,Dy
262,189,4,Dy
269,43,4,Dy
91,345,4,Dy
270,168,4,Dy
274,288,1,As
294,13,4,Dy
182,319,1,As
33,288,4,Dy
155,154,1,As
78,72,3,I
157,13,1,As
309,17,4,Dy
182,254,4,Dy
303,23,1,As
161,167,4,Dy
270,40,4,Dy
24,59,4,Dy
275,254,4,Dy
303,291,1,As
361,27,4,Dy
20,9,4,Dy
269,9,4,Dy
210,254,4,Dy
148,117,1,As
85,205,4,Dy
119,321,1,As
212,321,1,As
182,172,4,Dy
243,244,4,Dy
277,250,4,Dy
30,288,4,Dy
169,216,4,Dy
20,10,4,Dy
161,238,4,Dy
36,191,4,Dy
68,288,1,As
87,121,1,As
175,291,2,Ag
268,166,4,Dy
204,208,1,As
263,244,4,Dy
39,11,4,Dy
157,306,4,Dy
261,167,4,Dy
182,350,4,Dy
117,120,1,As
299,244,4,Dy
226,253,4,Dy
35,291,2,Ag
265,2,4,Dy
275,268,4,Dy
277,9,4,Dy
176,188,4,Dy
19,244,4,Dy
19,17,4,Dy
86,106,4,Dy
157,210,4,Dy
309,308,4,Dy
87,205,4,Dy
7,16,4,Dy
222,248,4,Dy
177,188,4,Dy
36,305,4,Dy
38,167,4,Dy
162,216,4,Dy
268,306,4,Dy
68,294,4,Dy
269,183,4,Dy
148,124,1,As
207,244,4,Dy
177,288,1,As
182,293,4,Dy
305,257,4,Dy
36,166,4,Dy
118,2,4,Dy
232,288,4,Dy
277,189,4,Dy
275,261,4,Dy
265,188,4,Dy
309,308,3,I
265,288,1,As
302,165,4,Dy
226,189,4,Dy
118,293,4,Dy
121,34,1,As
207,214,4,Dy
222,248,3,I
25,257,4,Dy
294,253,4,Dy
367,245,3,I
305,257,1,As
269,188,4,Dy
228,321,1,As
307,321,1,As
205,210,1,As
279,317,1,As
176,350,4,Dy
343,345,1,As
182,257,4,Dy
212,250,4,Dy
170,24,4,Dy
122,288,4,Dy
271,284,3,I
302,21,4,Dy
261,188,4,Dy
119,118,4,Dy
19,219,4,Dy
214,21,4,Dy
140,122,4,Dy
267,293,4,Dy
225,224,3,I
212,167,4,Dy
285,283,1,As
173,175,2,Ag
266,171,4,Dy
205,10,4,Dy
220,350,4,Dy
350,24,4,Dy
311,127,1,As
68,221,4,Dy
118,288,4,Dy
29,350,4,Dy
98,321,1,As
223,244,4,Dy
210,12,1,As
204,202,1,As
264,191,4,Dy
118,171,4,Dy
277,254,4,Dy
287,288,4,Dy
233,21,4,Dy
212,11,4,Dy
102,109,1,As
368,350,3,I
223,244,3,I
305,39,1,As
366,3,4,Dy
287,24,4,Dy
302,244,4,Dy
246,247,3,I
264,305,4,Dy
223,21,4,Dy
263,26,4,Dy
118,306,4,Dy
7,319,1,As
175,221,4,Dy
157,27,4,Dy
223,165,4,Dy
98,254,4,Dy
309,146,1,As
337,146,1,As
269,167,4,Dy
163,291,1,As
78,257,1,As
266,254,4,Dy
19,305,4,Dy
19,26,4,Dy
346,351,3,I
177,171,4,Dy
295,39,1,As
303,329,1,As
156,293,4,Dy
271,111,1,As
97,285,1,As
118,11,4,Dy
9,1,1,As
263,191,4,Dy
267,10,4,Dy
274,272,1,As
216,244,4,Dy
31,288,4,Dy
310,350,4,Dy
94,120,1,As
34,253,4,Dy
157,16,4,Dy
38,2,4,Dy
312,183,4,Dy
170,137,1,As
261,183,4,Dy
31,24,4,Dy
161,250,4,Dy
295,10,4,Dy
275,253,4,Dy
231,238,4,Dy
175,165,4,Dy
285,284,1,As
169,16,4,Dy
282,263,4,Dy
182,27,4,Dy
19,191,4,Dy
35,165,4,Dy
302,168,4,Dy
223,221,4,Dy
219,10,3,I
30,16,4,Dy
121,71,1,As
277,167,4,Dy
122,35,1,As
324,322,1,As
33,16,4,Dy
204,168,1,As
227,191,4,Dy
228,168,4,Dy
152,306,4,Dy
261,189,4,Dy
40,256,3,I
218,238,4,Dy
279,270,4,Dy
222,257,4,Dy
25,306,4,Dy
120,122,4,Dy
230,171,4,Dy
177,171,1,As
269,11,4,Dy
24,257,1,As
252,292,1,As
219,10,4,Dy
268,257,4,Dy
89,125,1,As
210,169,1,As
213,212,1,As
156,288,1,As
185,350,4,Dy
121,113,1,As
8,16,4,Dy
268,171,4,Dy
371,351,3,I
299,165,4,Dy
192,183,4,Dy
262,305,4,Dy
81,59,4,Dy
253,256,3,I
244,288,4,Dy
192,166,4,Dy
275,189,4,Dy
176,253,4,Dy
285,266,4,Dy
20,16,4,Dy
39,306,4,Dy
152,293,4,Dy
216,21,4,Dy
104,125,1,As
243,165,4,Dy
264,280,1,As
163,192,4,Dy
20,172,4,Dy
269,254,4,Dy
86,92,1,As
180,13,4,Dy
38,188,4,Dy
7,288,4,Dy
270,212,4,Dy
244,288,3,I
260,24,4,Dy
147,148,2,Ag
254,251,1,As
192,59,4,Dy
277,11,4,Dy
26,24,1,As
200,212,1,As
227,305,4,Dy
270,26,1,As
317,315,1,As
229,24,4,Dy
202,203,1,As
262,191,4,Dy
187,17,4,Dy
233,244,4,Dy
294,254,4,Dy
261,254,4,Dy
266,250,4,Dy
220,34,4,Dy
187,82,1,As
371,258,1,As
268,171,1,As
152,288,1,As
210,238,4,Dy
103,35,4,Dy
312,166,4,Dy
106,92,3,I
233,244,3,I
69,70,1,As
185,34,4,Dy
35,10,4,Dy
26,24,3,I
310,17,4,Dy
232,16,4,Dy
275,183,4,Dy
182,306,4,Dy
264,244,4,Dy
282,265,4,Dy
7,9,1,As
180,167,4,Dy
98,253,4,Dy
31,248,4,Dy
39,9,4,Dy
118,257,4,Dy
243,364,4,Dy
25,288,1,As
36,212,1,As
25,293,4,Dy
229,172,4,Dy
233,305,4,Dy
346,258,2,Ag
26,24,4,Dy
68,70,1,As
148,147,1,As
294,188,4,Dy
214,221,4,Dy
180,238,4,Dy
59,246,4,Dy
36,26,4,Dy
270,26,4,Dy
