Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
361,visualizers.SplineVisualizer,"{attrDeps:{samplers.Clearable:1,visualizers.ImageVisualizer:1,samplers.gui.AbstractSamplerGui:1,control.gui.TestPlanGui:4,config.gui.AbstractModifierGui:4,samplers.SampleResult:1,control.gui.AbstractControllerGui:4,visualizers.gui.AbstractVisualizer:1,timers.gui.AbstractTimerGui:4,visualizers.SplineModel:2,visualizers.GraphListener:1,config.gui.AbstractConfigGui:4,assertions.gui.AbstractAssertionGui:1,config.gui.AbstractResponseBasedModifierGui:4,visualizers.SplineVisualizer$SplineGraph:1,visualizers.Sample:1}}","{methodDeps:{util.JMeterUtils:6,samplers.Clearable:1,gui.AbstractJMeterGuiComponent:1,visualizers.ImageVisualizer:1,samplers.gui.AbstractSamplerGui:1,control.gui.TestPlanGui:1,gui.util.VerticalLayout:1,config.gui.AbstractModifierGui:1,control.gui.AbstractControllerGui:1,visualizers.gui.AbstractVisualizer:1,timers.gui.AbstractTimerGui:1,visualizers.SplineModel:8,visualizers.GraphListener:1,config.gui.AbstractConfigGui:1,assertions.gui.AbstractAssertionGui:1,config.gui.AbstractResponseBasedModifierGui:1,visualizers.SplineVisualizer$SplineGraph:2}}"
16,config.gui.AbstractModifierGui,"{attrDeps:{gui.AbstractJMeterGuiComponent:1}}","{methodDeps:{gui.util.MenuFactory:1,gui.AbstractJMeterGuiComponent:1}}"
294,testelement.WorkBench,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,threads.ThreadGroup:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:1,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}","{methodDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,threads.ThreadGroup:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}"
9,assertions.ResponseAssertion,"{attrDeps:{testelement.AbstractTestElement:1,assertions.Assertion:1,assertions.AssertionResult:2,samplers.SampleResult:2}}","{methodDeps:{testelement.AbstractTestElement:1,assertions.Assertion:1,assertions.AssertionResult:11,samplers.SampleResult:6}}"
233,protocol.jdbc.sampler.JDBCSampler,"{attrDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:4,protocol.http.control.AuthManager:4,protocol.java.config.JavaConfig:4,testelement.TestElement:1,samplers.SampleResult:1,protocol.jdbc.util.DBConnectionManager:1,threads.ThreadGroup:1,testelement.TestListener:1,control.Controller:1,samplers.CycleEntry:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,samplers.Entry:1,config.Arguments:4,samplers.Sampler:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,protocol.jdbc.util.DBKey:1,testelement.TestPlan:4,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,samplers.AbstractSampler:4,timers.ConstantTimer:4,util.Data:1,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}","{methodDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:8,protocol.http.control.AuthManager:8,protocol.java.config.JavaConfig:8,samplers.SampleResult:6,protocol.jdbc.util.DBConnectionManager:6,threads.ThreadGroup:1,testelement.TestListener:1,control.Controller:1,samplers.CycleEntry:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:8,samplers.Sampler:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:8,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:8,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,samplers.AbstractSampler:8,timers.ConstantTimer:8,util.Data:6,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}"
154,NewDriver$1,null,null
206,protocol.http.proxy.HttpReplyHdr,null,null
91,gui.action.Clear,"{attrDeps:{visualizers.StatVisualizerModel:2,visualizers.GraphModel:1,visualizers.SplineModel:1,visualizers.Graph:5,gui.action.Command:1,visualizers.TreeVisualizer:4,visualizers.GraphAccumModel:2}}","{methodDeps:{visualizers.StatVisualizerModel:2,visualizers.GraphModel:2,samplers.Clearable:2,gui.tree.JMeterTreeModel:1,visualizers.SplineModel:2,visualizers.Graph:2,gui.action.Command:1,gui.GuiPackage:3,gui.tree.JMeterTreeListener:1,visualizers.TreeVisualizer:2,visualizers.GraphAccumModel:2}}"
151,junit.protocol.http.config.HttpConfigSuite,null,null
34,control.gui.TestPlanGui,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:10,testelement.WorkBench:1,protocol.http.control.AuthManager:10,protocol.java.config.JavaConfig:10,testelement.TestElement:2,threads.ThreadGroup:2,control.Controller:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:10,samplers.Sampler:2,protocol.http.control.Cookie:2,gui.AbstractJMeterGuiComponent:1,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:10,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:10,samplers.RemoteSampleListenerWrapper:2,protocol.http.gui.HTTPArgumentsPanel:1,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,config.gui.ArgumentsPanel:1,protocol.http.control.Header:2,timers.ConstantTimer:10,samplers.AbstractSampler:10,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}","{methodDeps:{util.JMeterUtils:5,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:4,testelement.WorkBench:3,protocol.http.control.AuthManager:4,protocol.java.config.JavaConfig:4,testelement.TestElement:2,threads.ThreadGroup:2,control.Controller:2,assertions.DurationAssertion:2,threads.gui.ThreadGroupGui:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:4,samplers.Sampler:2,gui.util.MenuFactory:8,protocol.http.control.Cookie:2,gui.AbstractJMeterGuiComponent:1,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:4,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:2,protocol.http.gui.HTTPArgumentsPanel:3,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,config.gui.ArgumentsPanel:3,protocol.http.control.Header:2,timers.ConstantTimer:4,samplers.AbstractSampler:4,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}"
79,functions.RegexFunction$Test,"{attrDeps:{functions.RegexFunction:1,samplers.SampleResult:1}}","{methodDeps:{functions.RegexFunction:13,samplers.SampleResult:2}}"
246,samplers.CycleEntry,"{attrDeps:{samplers.Entry:1}}","{methodDeps:{samplers.Entry:1}}"
65,engine.PreCompiler,"{attrDeps:{control.Controller:1,testelement.AbstractTestElement:1,util.ListedHashTreeVisitor:1,testelement.WorkBench:1,util.ListedHashTree:1,testelement.TestElement:1,samplers.Sampler:1,functions.CompoundFunction:1}}","{methodDeps:{control.Controller:4,testelement.AbstractTestElement:4,util.ListedHashTreeVisitor:1,testelement.TestPlan:1,testelement.WorkBench:1,testelement.TestElement:4,samplers.Sampler:4,functions.CompoundFunction:8}}"
293,testelement.TestPlan,"{attrDeps:{threads.ThreadGroup:1,threads.ReflectionThreadGroup:1,control.Controller:2,testelement.AbstractTestElement:2,config.ConfigElement:1,testelement.TestElement:2,config.Arguments:1,samplers.Sampler:2}}","{methodDeps:{threads.ReflectionThreadGroup:1,util.JMeterUtils:1,control.Controller:2,testelement.AbstractTestElement:2,config.Arguments:1,samplers.Sampler:2}}"
331,util.NamedObject,null,null
61,engine.ConvertListeners,"{attrDeps:{threads.ReflectionThreadGroup:2,util.ListedHashTreeVisitor:1,util.ListedHashTree:1}}","{methodDeps:{threads.ThreadGroup:2,threads.ReflectionThreadGroup:2,samplers.RemoteListenerWrapper:1,util.ListedHashTreeVisitor:1,util.ListedHashTree:4,samplers.RemoteTestListenerWrapper:1,samplers.RemoteSampleListenerWrapper:1,samplers.RemoteSampleListenerImpl:1}}"
351,visualizers.ImageVisualizer,null,null
130,gui.util.JLabeledChoice$DeleteListener,"{attrDeps:{gui.util.JLabeledChoice:3}}","{methodDeps:{gui.util.JLabeledChoice:4}}"
203,protocol.http.proxy.Config,null,null
35,control.gui.WorkBenchGui,"{attrDeps:{gui.JMeterGUIComponent:1,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:2,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,testelement.TestElement:2,threads.ThreadGroup:2,control.Controller:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:2,samplers.Sampler:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:2,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:2,samplers.AbstractSampler:2,gui.NamePanel:1,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}","{methodDeps:{util.JMeterUtils:3,gui.JMeterGUIComponent:1,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:3,gui.util.VerticalLayout:2,testelement.WorkBench:1,protocol.http.control.AuthManager:3,protocol.java.config.JavaConfig:3,threads.ThreadGroup:2,control.Controller:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:3,samplers.Sampler:2,gui.util.MenuFactory:3,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:3,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:3,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:3,samplers.AbstractSampler:3,gui.NamePanel:5,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}"
72,functions.AbstractFunction,"{attrDeps:{ejb.jndi.sampler.JNDISampler:1,functions.Function:1,samplers.SampleResult:1,samplers.Sampler:1}}","{methodDeps:{ejb.jndi.sampler.JNDISampler:1,functions.Function:1}}"
83,gui.action.AboutCommand$1,"{attrDeps:{gui.action.AboutCommand:2}}","{methodDeps:{gui.action.AboutCommand:1}}"
282,save.old.xml.NameSpaceHandler,"{attrDeps:{save.old.handlers.FtpTestHandler:1,save.old.handlers.AuthManagerHandler:1,save.old.handlers.ArgumentsHandler:1,save.old.handlers.FilerHandler:1,save.old.handlers.JdbcTestSampleHandler:1,save.old.handlers.HeaderManagerHandler:1,save.old.handlers.ThreadGroupHandler:1,save.old.handlers.TestPlanHandler:1,save.old.handlers.AssertionHandler:1,save.old.handlers.ParamMaskHandler:1,save.old.handlers.TimerHandler:1,save.old.handlers.HttpTestSampleHandler:1,save.old.handlers.AbstractConfigElementHandler:1,save.old.handlers.CookieManagerHandler:1,save.old.handlers.JMeterComponentHandler:1,save.old.xml.TagHandler:1,save.old.handlers.GenericControllerHandler:1}}","{methodDeps:{save.old.handlers.FtpTestHandler:1,save.old.handlers.AuthManagerHandler:1,save.old.handlers.ArgumentsHandler:1,save.old.handlers.FilerHandler:1,save.old.handlers.JdbcTestSampleHandler:1,save.old.handlers.HeaderManagerHandler:1,save.old.handlers.ThreadGroupHandler:1,save.old.handlers.TestPlanHandler:1,save.old.handlers.AssertionHandler:1,save.old.handlers.ParamMaskHandler:1,save.old.handlers.TimerHandler:1,save.old.handlers.HttpTestSampleHandler:1,save.old.handlers.AbstractConfigElementHandler:1,save.old.handlers.CookieManagerHandler:1,save.old.handlers.JMeterComponentHandler:1,save.old.handlers.GenericControllerHandler:1}}"
304,threads.ThreadGroup$SampleQueue,"{attrDeps:{threads.ThreadGroup:2,threads.ReflectionThreadGroup:2,threads.TestCompiler:1,samplers.SampleEvent:1,samplers.RemoteSampleListenerImpl:1}}","{methodDeps:{threads.ThreadGroup:2,threads.ReflectionThreadGroup:2,samplers.SampleListener:1,threads.TestCompiler:1,samplers.RemoteSampleListener:1,samplers.RemoteSampleListenerImpl:1}}"
48,ejb.jndi.config.gui.MethodConfigDialog$2,"{attrDeps:{ejb.jndi.config.gui.MethodConfigDialog:2}}",null
312,timers.RandomTimer,"{attrDeps:{protocol.http.control.CookieManager:3,protocol.http.control.HeaderManager:1,timers.Timer:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,threads.ThreadGroup:3,assertions.DurationAssertion:3,control.GenericController:3,protocol.http.modifier.AnchorModifier:3,config.Arguments:1,protocol.http.control.Cookie:3,protocol.http.control.Authorization:3,samplers.RemoteListenerWrapper:3,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:3,config.ConfigTestElement:3,protocol.http.modifier.ParamMask:3,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:3,protocol.http.modifier.ParamModifier:3,config.LoginConfig:3,assertions.ResponseAssertion:3,protocol.http.control.Header:3,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:3,samplers.RemoteTestListenerWrapper:3}}","{methodDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:2,timers.Timer:1,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,threads.ThreadGroup:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:2,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:2,samplers.AbstractSampler:2,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}"
5,assertions.gui.AssertionGui$ClearPatternsListener,"{attrDeps:{assertions.gui.AssertionGui:3}}","{methodDeps:{assertions.gui.AssertionGui:5,gui.util.PowerTableModel:1}}"
345,visualizers.GraphAccumModel,"{attrDeps:{visualizers.GraphAccum:1,samplers.Clearable:1,visualizers.GraphAccumListener:1,samplers.SampleResult:3}}","{methodDeps:{visualizers.GraphAccum:2,samplers.Clearable:1,visualizers.GraphAccumListener:2,samplers.SampleResult:1}}"
185,protocol.http.modifier.gui.ParamModifierGui,"{attrDeps:{testelement.AbstractTestElement:2,samplers.gui.AbstractSamplerGui:1,control.gui.TestPlanGui:1,config.gui.AbstractModifierGui:1,testelement.TestElement:2,protocol.http.modifier.ParamModifier:1,control.gui.AbstractControllerGui:1,control.Controller:2,timers.gui.AbstractTimerGui:1,visualizers.gui.AbstractVisualizer:1,config.gui.AbstractConfigGui:1,assertions.gui.AbstractAssertionGui:1,config.gui.AbstractResponseBasedModifierGui:1,samplers.Sampler:2}}","{methodDeps:{util.JMeterUtils:9,gui.AbstractJMeterGuiComponent:3,testelement.AbstractTestElement:2,samplers.gui.AbstractSamplerGui:3,control.gui.TestPlanGui:3,protocol.http.modifier.ParamMask:13,gui.util.VerticalLayout:2,config.gui.AbstractModifierGui:3,protocol.http.modifier.ParamModifier:8,control.gui.AbstractControllerGui:3,control.Controller:2,timers.gui.AbstractTimerGui:3,visualizers.gui.AbstractVisualizer:3,config.gui.AbstractConfigGui:3,assertions.gui.AbstractAssertionGui:3,config.gui.AbstractResponseBasedModifierGui:3,samplers.Sampler:2}}"
191,protocol.http.modifier.URLRewritingModifier,"{attrDeps:{ejb.jndi.sampler.JNDISampler:1,config.ResponseBasedModifier:1,testelement.AbstractTestElement:1,samplers.SampleResult:1,protocol.http.sampler.HTTPSamplerFull:1,samplers.Sampler:1,protocol.http.sampler.HTTPSampler:1,protocol.http.sampler.SoapSampler:1}}","{methodDeps:{ejb.jndi.sampler.JNDISampler:1,config.ResponseBasedModifier:1,testelement.AbstractTestElement:1,samplers.SampleResult:1,config.Arguments:2,protocol.http.util.HTTPArgument:1,protocol.http.sampler.HTTPSamplerFull:4,protocol.http.sampler.HTTPSampler:4,protocol.http.sampler.SoapSampler:4}}"
341,visualizers.Graph,"{attrDeps:{visualizers.GraphModel:2,samplers.Clearable:1,visualizers.TableDataModel:2,visualizers.GraphListener:1,visualizers.Sample:3}}","{methodDeps:{visualizers.GraphModel:8,samplers.Clearable:1,visualizers.TableDataModel:8,visualizers.GraphListener:1,visualizers.Graph$1:1}}"
202,protocol.http.proxy.Cache,"{attrDeps:{protocol.http.proxy.Config:2}}","{methodDeps:{protocol.http.proxy.Config:17}}"
244,samplers.AbstractSampler,"{attrDeps:{control.Controller:2,testelement.PerSampleClonable:1,testelement.AbstractTestElement:2,assertions.Assertion:1,testelement.TestElement:2,samplers.Sampler:2}}","{methodDeps:{control.Controller:2,testelement.PerSampleClonable:1,testelement.AbstractTestElement:2,samplers.Sampler:2}}"
19,config.gui.ArgumentsPanel,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:4,control.gui.TestPlanGui:1,protocol.http.control.AuthManager:4,config.gui.AbstractModifierGui:1,protocol.java.config.JavaConfig:4,testelement.TestElement:2,control.gui.AbstractControllerGui:1,threads.ThreadGroup:2,control.Controller:2,timers.gui.AbstractTimerGui:1,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.gui.AbstractConfigGui:1,config.Arguments:4,assertions.gui.AbstractAssertionGui:1,samplers.Sampler:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,samplers.gui.AbstractSamplerGui:1,testelement.TestPlan:4,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,gui.util.PowerTableModel:1,protocol.http.util.HTTPArgument:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,visualizers.gui.AbstractVisualizer:1,timers.ConstantTimer:4,samplers.AbstractSampler:4,config.Argument:2,samplers.RemoteTestListenerWrapper:2,config.gui.AbstractResponseBasedModifierGui:1}}","{methodDeps:{util.JMeterUtils:3,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:1,control.gui.TestPlanGui:2,protocol.http.control.AuthManager:1,config.gui.AbstractModifierGui:2,protocol.java.config.JavaConfig:1,gui.util.TextAreaCellRenderer:2,control.gui.AbstractControllerGui:2,threads.ThreadGroup:2,control.Controller:2,timers.gui.AbstractTimerGui:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.gui.AbstractConfigGui:2,config.Arguments:1,assertions.gui.AbstractAssertionGui:2,samplers.Sampler:2,gui.util.TextAreaTableCellEditor:2,protocol.http.control.Cookie:2,gui.AbstractJMeterGuiComponent:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,samplers.gui.AbstractSamplerGui:2,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,gui.util.PowerTableModel:10,protocol.http.util.HTTPArgument:2,config.LoginConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,visualizers.gui.AbstractVisualizer:2,timers.ConstantTimer:1,samplers.AbstractSampler:1,util.Data:4,config.Argument:2,samplers.RemoteTestListenerWrapper:2,config.gui.AbstractResponseBasedModifierGui:2}}"
147,JMeter$ListenToTest,"{attrDeps:{testelement.TestListener:1,JMeter:3}}","{methodDeps:{testelement.TestListener:1,util.JMeterUtils:1}}"
288,testelement.AbstractTestElement,"{attrDeps:{testelement.TestElement:1}}","{methodDeps:{testelement.TestElement:1}}"
0,assertions.Assertion,"{attrDeps:{assertions.AssertionResult:1,samplers.SampleResult:1}}",null
216,protocol.http.sampler.SoapSampler,"{attrDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:4,protocol.http.control.AuthManager:4,protocol.java.config.JavaConfig:4,threads.ThreadGroup:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:4,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:4,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,protocol.http.sampler.HTTPSampler:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,timers.ConstantTimer:4,samplers.AbstractSampler:4,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}","{methodDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:2,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,threads.ThreadGroup:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:2,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,protocol.http.sampler.HTTPSampler:1,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:2,samplers.AbstractSampler:2,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}"
241,reporters.graphPanel,null,null
107,gui.action.Start,"{attrDeps:{gui.action.AbstractAction:1,engine.StandardJMeterEngine:1}}","{methodDeps:{util.JMeterUtils:1,gui.tree.JMeterTreeModel:1,gui.action.AbstractAction:1,gui.GuiPackage:6,util.ListedHashTree:2,gui.MainFrame:1,engine.StandardJMeterEngine:4}}"
117,gui.MainFrame,"{attrDeps:{gui.util.JMeterMenuBar:1,testelement.TestListener:1,samplers.Remoteable:1,gui.tree.JMeterTreeListener:2}}","{methodDeps:{gui.util.JMeterMenuBar:12,testelement.TestListener:1,util.JMeterUtils:4,samplers.Remoteable:1,gui.util.ComponentUtil:1,gui.GuiPackage:2,gui.tree.JMeterTreeListener:1,gui.MainFrame$WindowHappenings:1,gui.tree.JMeterCellRenderer:1}}"
286,save.SaveService$Test,null,"{methodDeps:{assertions.ResponseAssertion:1,save.SaveService:1}}"
183,protocol.http.modifier.AnchorModifier,"{attrDeps:{ejb.jndi.sampler.JNDISampler:1,config.ResponseBasedModifier:1,testelement.AbstractTestElement:1,config.ConfigElement:1,config.Argument:1,samplers.SampleResult:3,config.Arguments:1,protocol.http.util.HTTPArgument:1,protocol.http.sampler.HTTPSamplerFull:2,samplers.Sampler:1,protocol.http.sampler.HTTPSampler:2,protocol.http.sampler.SoapSampler:2}}","{methodDeps:{ejb.jndi.sampler.JNDISampler:1,config.ResponseBasedModifier:1,testelement.AbstractTestElement:1,protocol.http.parser.HtmlParser:6,config.Argument:4,samplers.SampleResult:3,config.Arguments:3,protocol.http.util.HTTPArgument:4,protocol.http.sampler.HTTPSamplerFull:13,protocol.http.sampler.HTTPSampler:13,protocol.http.sampler.SoapSampler:13}}"
138,gui.util.JMeterColor,null,null
161,protocol.ftp.sampler.FTPSampler,"{attrDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,testelement.TestElement:1,samplers.SampleResult:1,threads.ThreadGroup:1,control.Controller:1,samplers.CycleEntry:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,samplers.Entry:1,config.Arguments:1,samplers.Sampler:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,samplers.AbstractSampler:1,timers.ConstantTimer:1,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}","{methodDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:7,protocol.http.control.AuthManager:7,protocol.java.config.JavaConfig:7,samplers.SampleResult:7,threads.ThreadGroup:1,control.Controller:1,samplers.CycleEntry:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:7,samplers.Sampler:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:7,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:7,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.ftp.sampler.FtpClient:5,protocol.http.control.Header:1,samplers.AbstractSampler:7,timers.ConstantTimer:7,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}"
