From,To,Type,Stype
145,178,4,Dy
101,179,4,Dy
15,22,1,As
54,95,1,As
257,255,1,As
13,20,1,As
169,255,1,As
54,195,1,As
149,187,4,Dy
148,149,4,Dy
58,99,4,Dy
90,84,1,As
246,251,1,As
41,203,1,As
141,103,1,As
163,91,1,As
41,260,4,Dy
133,126,1,As
137,81,1,As
64,103,2,Ag
155,82,1,As
176,40,3,I
80,178,4,Dy
49,103,1,As
10,18,1,As
73,105,1,As
161,102,2,Ag
152,101,4,Dy
61,73,4,Dy
54,188,4,Dy
39,43,4,Dy
69,178,4,Dy
99,132,4,Dy
137,83,4,Dy
99,115,1,As
161,81,4,Dy
90,153,4,Dy
11,1,1,As
120,113,1,As
132,117,1,As
197,43,4,Dy
254,260,4,Dy
131,99,4,Dy
109,82,4,Dy
84,127,1,As
183,178,4,Dy
191,103,1,As
138,178,4,Dy
145,136,4,Dy
116,115,1,As
244,180,1,As
135,82,4,Dy
51,83,4,Dy
54,187,4,Dy
141,99,4,Dy
81,79,1,As
190,188,4,Dy
11,6,1,As
144,83,4,Dy
104,99,4,Dy
104,79,2,Ag
64,130,1,As
149,178,4,Dy
72,82,4,Dy
177,255,1,As
58,83,4,Dy
159,178,4,Dy
181,127,1,As
137,203,1,As
135,41,4,Dy
162,45,1,As
41,43,4,Dy
45,87,4,Dy
42,82,4,Dy
113,153,4,Dy
157,102,2,Ag
34,36,1,As
161,91,1,As
135,99,4,Dy
190,93,4,Dy
101,41,4,Dy
136,187,4,Dy
141,153,4,Dy
21,17,3,I
149,103,1,As
186,127,1,As
136,40,4,Dy
99,187,4,Dy
169,83,4,Dy
244,163,1,As
42,82,3,I
54,55,1,As
80,153,4,Dy
47,33,3,I
103,105,2,Ag
101,41,3,I
129,104,4,Dy
134,109,4,Dy
54,103,1,As
93,127,3,I
145,135,4,Dy
189,195,3,I
179,122,4,Dy
152,106,4,Dy
91,178,4,Dy
89,203,1,As
104,103,3,I
174,178,1,As
159,153,4,Dy
190,102,1,As
144,93,4,Dy
134,81,1,As
131,82,4,Dy
134,42,4,Dy
11,12,4,Dy
161,171,4,Dy
91,153,4,Dy
179,123,1,As
146,127,1,As
177,169,1,As
44,41,4,Dy
149,188,4,Dy
49,83,4,Dy
81,41,4,Dy
48,33,3,I
177,195,1,As
49,178,4,Dy
190,103,2,Ag
70,71,4,Dy
177,40,4,Dy
174,153,4,Dy
100,155,4,Dy
54,79,2,Ag
64,82,1,As
150,127,1,As
89,83,4,Dy
152,256,1,As
161,139,1,As
158,102,2,Ag
58,93,4,Dy
74,48,3,I
104,187,4,Dy
42,179,4,Dy
81,41,3,I
95,93,4,Dy
152,104,4,Dy
141,83,4,Dy
153,127,3,I
40,260,4,Dy
177,188,4,Dy
99,100,1,As
177,40,3,I
183,125,1,As
8,0,1,As
110,127,2,Ag
176,260,4,Dy
56,99,4,Dy
190,187,1,As
139,127,1,As
169,93,4,Dy
145,153,4,Dy
54,56,4,Dy
89,153,4,Dy
259,12,1,As
56,115,1,As
161,98,4,Dy
161,153,4,Dy
51,103,1,As
141,93,4,Dy
100,156,4,Dy
159,93,4,Dy
95,83,4,Dy
58,49,4,Dy
159,178,1,As
253,102,4,Dy
190,142,1,As
101,79,1,As
99,82,1,As
54,66,1,As
180,99,4,Dy
175,112,4,Dy
63,127,1,As
166,168,3,I
179,34,3,I
102,127,2,Ag
106,87,1,As
179,127,1,As
42,257,3,I
49,93,4,Dy
87,153,4,Dy
71,79,2,Ag
144,153,4,Dy
31,211,1,As
169,256,1,As
127,99,4,Dy
136,188,4,Dy
40,179,4,Dy
49,251,1,As
134,178,4,Dy
105,142,2,Ag
50,99,4,Dy
177,80,1,As
98,188,4,Dy
143,79,1,As
190,179,4,Dy
28,26,3,I
194,82,4,Dy
145,132,1,As
54,49,4,Dy
27,211,1,As
173,259,4,Dy
103,99,4,Dy
103,195,2,Ag
12,6,3,I
148,144,4,Dy
190,179,3,I
244,177,1,As
67,93,4,Dy
190,184,1,As
137,178,4,Dy
141,133,4,Dy
175,82,4,Dy
144,127,1,As
152,91,2,Ag
71,93,4,Dy
109,83,4,Dy
89,178,4,Dy
120,99,4,Dy
62,79,2,Ag
145,167,4,Dy
39,34,1,As
170,178,4,Dy
4,12,4,Dy
127,114,2,Ag
176,179,4,Dy
145,132,4,Dy
135,189,4,Dy
88,153,4,Dy
92,99,4,Dy
53,102,1,As
148,82,4,Dy
177,201,1,As
56,82,4,Dy
133,251,1,As
9,12,4,Dy
140,83,1,As
78,46,3,I
156,82,1,As
113,93,4,Dy
259,19,1,As
78,99,4,Dy
190,178,4,Dy
98,103,3,I
161,34,1,As
148,137,4,Dy
97,178,4,Dy
45,178,4,Dy
45,147,1,As
85,81,1,As
242,244,1,As
242,154,1,As
107,178,4,Dy
207,203,1,As
44,156,4,Dy
161,178,4,Dy
219,221,3,I
159,218,1,As
4,6,1,As
79,153,4,Dy
63,105,1,As
166,93,4,Dy
139,153,4,Dy
135,105,1,As
164,199,1,As
132,153,4,Dy
44,157,1,As
254,259,4,Dy
138,127,1,As
80,83,4,Dy
113,79,2,Ag
191,99,4,Dy
106,45,1,As
169,153,4,Dy
135,142,1,As
213,248,1,As
145,168,1,As
182,178,4,Dy
58,153,4,Dy
64,251,1,As
246,247,1,As
67,125,1,As
136,83,4,Dy
131,251,1,As
156,82,4,Dy
164,260,4,Dy
199,200,1,As
69,127,1,As
202,203,1,As
81,260,4,Dy
167,93,4,Dy
127,195,1,As
155,83,4,Dy
235,230,1,As
84,256,1,As
132,114,3,I
131,83,4,Dy
176,195,1,As
57,99,4,Dy
134,105,1,As
94,127,1,As
66,94,4,Dy
59,105,1,As
109,246,3,I
61,53,4,Dy
102,82,3,I
5,10,4,Dy
195,105,1,As
42,111,1,As
148,178,4,Dy
191,127,1,As
100,127,1,As
101,45,4,Dy
81,137,1,As
187,93,4,Dy
72,99,4,Dy
70,64,4,Dy
186,82,4,Dy
45,91,2,Ag
119,99,4,Dy
176,150,1,As
102,82,4,Dy
76,130,1,As
11,18,4,Dy
161,81,1,As
70,65,4,Dy
163,83,1,As
242,152,1,As
54,189,4,Dy
68,48,3,I
86,178,4,Dy
242,82,1,As
5,6,2,Ag
171,98,4,Dy
39,127,1,As
151,93,4,Dy
100,102,1,As
170,44,3,I
175,178,1,As
180,82,4,Dy
131,91,1,As
22,15,4,Dy
45,34,3,I
54,50,4,Dy
102,157,1,As
11,4,2,Ag
105,178,4,Dy
58,73,4,Dy
104,93,4,Dy
101,203,1,As
100,153,4,Dy
50,48,3,I
244,28,1,As
123,189,4,Dy
147,93,4,Dy
244,197,4,Dy
133,178,4,Dy
45,105,2,Ag
104,127,1,As
131,83,1,As
30,26,3,I
92,105,1,As
170,44,4,Dy
131,92,1,As
29,36,1,As
99,129,1,As
54,105,1,As
177,43,4,Dy
191,153,4,Dy
257,256,1,As
245,82,1,As
105,127,2,Ag
98,83,4,Dy
52,103,1,As
190,183,1,As
191,102,1,As
224,223,1,As
135,178,4,Dy
98,31,1,As
13,4,2,Ag
260,15,1,As
51,82,4,Dy
85,88,3,I
183,105,1,As
65,48,3,I
64,83,4,Dy
88,80,1,As
51,48,3,I
54,47,1,As
167,168,3,I
197,204,1,As
56,48,3,I
66,162,4,Dy
166,82,4,Dy
39,178,4,Dy
64,178,4,Dy
88,203,1,As
216,212,1,As
176,187,4,Dy
98,27,1,As
58,68,4,Dy
148,134,4,Dy
159,82,1,As
74,103,1,As
60,178,4,Dy
70,48,1,As
41,93,4,Dy
101,98,4,Dy
100,93,4,Dy
99,93,4,Dy
66,162,1,As
101,34,1,As
244,197,1,As
101,45,1,As
168,93,4,Dy
139,81,1,As
67,82,4,Dy
79,127,1,As
99,102,1,As
138,103,1,As
69,153,4,Dy
244,105,1,As
104,153,4,Dy
85,153,4,Dy
81,34,1,As
127,112,4,Dy
61,99,4,Dy
233,228,3,I
190,105,1,As
108,81,1,As
226,221,2,Ag
148,83,4,Dy
70,82,4,Dy
81,136,1,As
121,41,4,Dy
54,50,1,As
186,192,4,Dy
149,82,4,Dy
119,252,1,As
185,93,4,Dy
137,142,1,As
258,257,1,As
44,43,4,Dy
150,93,4,Dy
154,82,1,As
98,82,4,Dy
53,99,4,Dy
181,83,4,Dy
181,105,1,As
41,179,4,Dy
91,82,4,Dy
173,179,4,Dy
161,173,4,Dy
184,99,4,Dy
40,257,3,I
50,127,1,As
120,112,3,I
253,164,4,Dy
190,189,2,Ag
123,195,2,Ag
163,255,1,As
135,246,1,As
161,82,4,Dy
57,47,3,I
141,144,4,Dy
102,156,4,Dy
68,99,4,Dy
54,204,4,Dy
257,260,4,Dy
107,82,4,Dy
192,178,4,Dy
242,156,1,As
170,104,4,Dy
161,45,1,As
123,99,4,Dy
244,44,1,As
54,61,1,As
39,255,1,As
226,233,1,As
26,36,1,As
94,83,4,Dy
204,202,3,I
167,153,4,Dy
51,127,1,As
159,82,4,Dy
61,71,4,Dy
194,83,4,Dy
107,127,1,As
99,153,4,Dy
77,47,3,I
80,202,1,As
121,42,4,Dy
108,45,1,As
190,189,4,Dy
192,174,1,As
54,74,4,Dy
89,127,1,As
91,127,1,As
184,93,4,Dy
258,259,4,Dy
171,80,1,As
60,105,1,As
104,34,3,I
5,8,4,Dy
150,99,4,Dy
60,83,4,Dy
152,83,1,As
174,114,1,As
192,103,1,As
47,105,1,As
103,189,4,Dy
54,74,1,As
173,80,1,As
19,8,1,As
244,97,1,As
84,83,2,Ag
193,185,4,Dy
39,45,4,Dy
170,127,1,As
46,102,1,As
227,236,1,As
161,45,4,Dy
180,127,2,Ag
64,105,1,As
171,179,4,Dy
180,81,1,As
194,105,1,As
54,61,4,Dy
137,127,1,As
154,258,4,Dy
13,12,4,Dy
72,153,4,Dy
155,157,3,I
106,83,1,As
244,41,1,As
251,249,1,As
186,190,4,Dy
5,12,4,Dy
127,201,1,As
117,142,2,Ag
101,42,4,Dy
142,83,4,Dy
175,83,4,Dy
54,58,4,Dy
258,163,4,Dy
181,83,1,As
68,93,4,Dy
8,16,1,As
133,105,1,As
179,153,4,Dy
7,4,2,Ag
42,98,4,Dy
42,153,4,Dy
186,190,3,I
52,83,4,Dy
15,14,1,As
132,99,4,Dy
84,83,4,Dy
164,161,1,As
8,16,4,Dy
89,82,4,Dy
54,58,1,As
146,203,1,As
95,257,3,I
161,127,1,As
99,112,4,Dy
88,93,4,Dy
81,85,1,As
141,137,4,Dy
45,82,4,Dy
120,153,4,Dy
177,189,4,Dy
127,102,2,Ag
39,45,1,As
185,99,4,Dy
170,82,4,Dy
186,182,4,Dy
134,82,4,Dy
175,178,4,Dy
71,153,4,Dy
134,92,1,As
41,80,1,As
146,99,4,Dy
54,72,1,As
95,259,4,Dy
194,103,1,As
53,48,3,I
9,6,1,As
187,195,3,I
244,73,1,As
132,93,4,Dy
141,134,4,Dy
63,103,1,As
132,102,1,As
106,91,2,Ag
96,178,4,Dy
54,51,4,Dy
154,218,1,As
258,164,4,Dy
48,99,4,Dy
191,185,4,Dy
125,93,4,Dy
108,42,4,Dy
39,256,1,As
179,132,4,Dy
63,178,1,As
140,83,4,Dy
179,93,4,Dy
76,64,3,I
95,94,3,I
161,101,4,Dy
42,138,1,As
61,48,1,As
41,79,1,As
47,103,1,As
244,97,4,Dy
59,47,3,I
181,178,4,Dy
244,247,1,As
184,179,3,I
139,93,4,Dy
193,93,4,Dy
10,15,1,As
149,173,1,As
162,135,1,As
197,199,1,As
137,82,4,Dy
149,127,1,As
134,142,1,As
163,165,3,I
179,195,3,I
185,179,3,I
48,102,1,As
80,82,4,Dy
151,132,4,Dy
46,99,4,Dy
181,103,1,As
177,259,4,Dy
170,45,4,Dy
87,88,3,I
1,16,4,Dy
42,260,4,Dy
123,187,4,Dy
170,39,4,Dy
166,127,2,Ag
140,91,2,Ag
176,106,4,Dy
192,83,4,Dy
193,102,1,As
54,51,1,As
194,178,1,As
220,222,1,As
54,62,1,As
87,88,4,Dy
164,257,3,I
162,105,1,As
129,105,1,As
163,165,1,As
46,36,1,As
98,28,1,As
186,178,4,Dy
192,178,1,As
148,131,4,Dy
67,127,1,As
193,153,4,Dy
186,83,4,Dy
84,255,1,As
152,251,1,As
180,42,4,Dy
61,64,4,Dy
181,92,1,As
87,80,1,As
89,173,1,As
195,103,2,Ag
170,34,1,As
102,83,4,Dy
176,189,4,Dy
54,75,1,As
233,222,1,As
125,153,4,Dy
110,83,4,Dy
188,142,1,As
98,65,1,As
101,86,1,As
159,127,1,As
176,80,1,As
244,162,1,As
226,219,4,Dy
39,41,4,Dy
42,110,1,As
63,83,4,Dy
170,39,1,As
244,30,1,As
105,82,4,Dy
194,178,4,Dy
58,127,1,As
135,109,4,Dy
197,179,4,Dy
140,178,4,Dy
244,162,4,Dy
10,15,4,Dy
148,146,4,Dy
102,178,4,Dy
161,256,1,As
52,105,1,As
161,197,4,Dy
45,113,1,As
39,82,4,Dy
110,178,4,Dy
146,93,4,Dy
226,233,4,Dy
179,102,1,As
244,103,1,As
169,127,1,As
128,93,4,Dy
182,251,1,As
253,163,4,Dy
182,105,1,As
245,244,1,As
161,104,4,Dy
170,45,1,As
141,127,1,As
63,178,4,Dy
