From,To,Type,Stype
309,322,1,As
102,260,1,As
162,179,4,Dy
161,78,4,Dy
316,272,1,As
395,195,1,As
338,324,2,Ag
78,101,4,Dy
395,192,1,As
162,126,4,Dy
166,51,2,Ag
383,371,1,As
158,160,1,As
298,257,4,Dy
77,157,1,As
125,260,1,As
244,247,2,Ag
6,58,4,Dy
98,180,4,Dy
299,257,4,Dy
274,272,3,I
395,360,1,As
49,160,4,Dy
98,177,4,Dy
299,324,4,Dy
123,100,4,Dy
330,322,4,Dy
344,372,3,I
118,177,1,As
293,261,2,Ag
236,273,4,Dy
182,160,4,Dy
145,146,2,Ag
368,358,4,Dy
317,274,4,Dy
412,411,1,As
208,207,1,As
395,69,1,As
372,39,4,Dy
141,157,1,As
56,177,4,Dy
28,177,4,Dy
344,372,4,Dy
348,345,3,I
241,254,1,As
371,68,4,Dy
42,261,1,As
28,180,4,Dy
111,369,1,As
193,124,4,Dy
6,118,4,Dy
40,358,4,Dy
174,166,4,Dy
51,297,4,Dy
372,371,3,I
393,191,3,I
341,322,3,I
141,160,4,Dy
338,265,4,Dy
309,324,4,Dy
41,261,1,As
63,260,1,As
77,160,4,Dy
299,235,1,As
166,68,4,Dy
92,101,4,Dy
157,141,4,Dy
118,101,4,Dy
90,260,1,As
317,322,1,As
166,56,4,Dy
331,333,3,I
57,372,4,Dy
34,101,4,Dy
395,344,4,Dy
91,155,1,As
175,52,2,Ag
132,128,1,As
22,182,4,Dy
395,69,4,Dy
171,257,4,Dy
338,324,4,Dy
343,372,3,I
99,102,2,Ag
267,312,1,As
304,342,4,Dy
395,101,4,Dy
123,296,4,Dy
259,256,4,Dy
317,291,3,I
166,106,4,Dy
118,69,4,Dy
108,78,4,Dy
286,200,1,As
348,52,1,As
166,372,4,Dy
23,17,3,I
116,137,4,Dy
237,272,1,As
174,371,1,As
162,90,4,Dy
142,371,1,As
181,256,4,Dy
304,290,4,Dy
168,136,1,As
293,268,4,Dy
343,372,4,Dy
326,256,4,Dy
96,98,4,Dy
56,180,4,Dy
33,179,4,Dy
72,297,4,Dy
144,157,1,As
395,367,1,As
317,291,4,Dy
330,274,4,Dy
330,322,1,As
116,140,4,Dy
181,162,4,Dy
266,312,1,As
278,61,1,As
377,362,4,Dy
137,371,1,As
268,256,4,Dy
304,275,4,Dy
303,273,4,Dy
147,260,1,As
38,256,4,Dy
70,17,3,I
91,358,4,Dy
76,50,1,As
52,126,4,Dy
361,52,1,As
285,273,4,Dy
110,371,1,As
156,297,4,Dy
176,52,1,As
306,268,4,Dy
350,368,4,Dy
221,222,1,As
348,58,4,Dy
41,157,1,As
6,90,4,Dy
108,42,4,Dy
352,372,3,I
42,157,1,As
303,295,4,Dy
158,180,1,As
22,157,1,As
72,51,3,I
106,97,4,Dy
134,397,3,I
391,390,1,As
57,160,4,Dy
147,202,1,As
123,121,1,As
395,89,1,As
308,324,4,Dy
121,179,4,Dy
352,372,4,Dy
396,114,4,Dy
301,322,4,Dy
48,157,2,Ag
362,371,1,As
111,158,4,Dy
142,180,4,Dy
98,108,1,As
36,260,2,Ag
265,275,4,Dy
290,324,1,As
288,272,1,As
44,372,4,Dy
296,260,3,I
146,136,4,Dy
31,17,3,I
367,216,1,As
243,253,4,Dy
248,254,3,I
299,260,2,Ag
78,160,4,Dy
22,155,3,I
266,267,4,Dy
77,156,4,Dy
357,371,1,As
315,274,4,Dy
62,17,3,I
315,282,1,As
267,272,2,Ag
314,322,2,Ag
162,71,4,Dy
120,145,4,Dy
371,28,4,Dy
58,296,4,Dy
46,182,4,Dy
278,256,4,Dy
69,260,1,As
69,296,4,Dy
116,114,4,Dy
111,365,4,Dy
308,291,4,Dy
108,38,4,Dy
181,163,3,I
158,171,4,Dy
375,372,4,Dy
395,179,4,Dy
316,324,4,Dy
118,157,1,As
83,17,3,I
266,296,4,Dy
72,258,1,As
383,166,4,Dy
300,342,4,Dy
371,78,4,Dy
375,372,3,I
294,341,4,Dy
235,259,3,I
302,291,4,Dy
166,149,4,Dy
33,101,4,Dy
162,182,3,I
339,322,1,As
88,108,2,Ag
265,263,1,As
158,58,4,Dy
139,138,1,As
306,256,4,Dy
163,297,4,Dy
52,92,4,Dy
301,322,1,As
376,372,4,Dy
126,108,1,As
182,100,4,Dy
110,155,1,As
90,296,4,Dy
302,291,3,I
202,260,1,As
348,141,4,Dy
68,257,4,Dy
71,177,4,Dy
317,272,2,Ag
377,371,1,As
49,177,4,Dy
172,180,1,As
299,239,4,Dy
118,372,4,Dy
54,38,4,Dy
39,180,4,Dy
202,358,4,Dy
236,272,1,As
149,114,4,Dy
120,139,1,As
371,17,4,Dy
336,341,4,Dy
395,123,4,Dy
36,296,4,Dy
373,358,4,Dy
166,155,4,Dy
395,46,4,Dy
348,156,1,As
300,273,4,Dy
322,272,3,I
44,157,1,As
158,206,1,As
358,92,4,Dy
302,324,4,Dy
82,51,3,I
339,322,4,Dy
289,274,4,Dy
193,392,4,Dy
303,282,1,As
195,55,1,As
51,180,4,Dy
317,341,4,Dy
307,322,4,Dy
251,254,3,I
250,248,4,Dy
310,273,4,Dy
127,208,1,As
136,131,4,Dy
192,144,4,Dy
299,297,4,Dy
52,141,4,Dy
172,171,1,As
256,260,3,I
195,108,4,Dy
75,73,3,I
243,248,1,As
162,82,4,Dy
42,182,4,Dy
6,131,4,Dy
6,126,4,Dy
291,341,4,Dy
123,131,4,Dy
68,117,4,Dy
348,13,1,As
86,179,4,Dy
180,38,4,Dy
290,236,3,I
166,118,4,Dy
302,324,1,As
308,237,1,As
110,372,4,Dy
266,267,1,As
329,322,4,Dy
48,372,4,Dy
35,17,3,I
181,371,2,Ag
266,260,2,Ag
123,371,1,As
250,248,1,As
302,237,1,As
384,155,1,As
176,278,1,As
348,198,1,As
71,261,1,As
395,257,4,Dy
368,28,4,Dy
305,272,2,Ag
330,324,4,Dy
299,296,4,Dy
395,46,1,As
182,117,4,Dy
326,327,1,As
243,248,4,Dy
334,333,1,As
163,261,2,Ag
302,265,4,Dy
313,273,4,Dy
228,232,2,Ag
292,268,4,Dy
63,257,4,Dy
37,256,4,Dy
157,56,4,Dy
102,371,1,As
235,273,4,Dy
180,101,4,Dy
68,67,1,As
161,51,1,As
329,322,1,As
166,71,4,Dy
38,157,1,As
210,223,4,Dy
182,36,4,Dy
176,236,1,As
280,61,1,As
293,235,1,As
308,324,2,Ag
281,297,4,Dy
220,282,1,As
236,275,4,Dy
118,182,4,Dy
382,385,4,Dy
267,317,3,I
290,324,4,Dy
271,220,1,As
180,42,4,Dy
99,199,1,As
120,136,4,Dy
309,273,4,Dy
376,371,1,As
307,275,4,Dy
395,355,4,Dy
158,92,4,Dy
126,195,1,As
313,324,4,Dy
156,53,1,As
395,166,4,Dy
96,106,1,As
377,356,4,Dy
395,77,4,Dy
72,177,4,Dy
41,258,1,As
69,297,4,Dy
304,324,2,Ag
182,56,4,Dy
38,182,4,Dy
86,87,1,As
118,149,1,As
68,100,4,Dy
71,182,4,Dy
332,331,1,As
378,367,4,Dy
180,50,1,As
310,293,3,I
135,152,4,Dy
44,182,4,Dy
378,356,4,Dy
52,58,4,Dy
228,231,3,I
377,348,4,Dy
93,17,3,I
144,50,1,As
161,102,4,Dy
147,195,1,As
28,260,1,As
357,234,1,As
72,261,1,As
102,131,1,As
71,297,4,Dy
378,348,4,Dy
381,385,4,Dy
304,324,4,Dy
105,107,3,I
49,168,1,As
395,19,1,As
361,69,4,Dy
338,342,4,Dy
121,117,4,Dy
127,129,1,As
358,141,4,Dy
279,261,1,As
335,333,1,As
360,372,4,Dy
317,275,4,Dy
180,169,4,Dy
46,214,1,As
161,28,4,Dy
361,166,4,Dy
77,100,4,Dy
219,218,1,As
328,274,4,Dy
399,407,3,I
6,371,1,As
35,114,4,Dy
23,179,4,Dy
46,177,4,Dy
180,179,1,As
315,261,2,Ag
141,261,1,As
348,92,4,Dy
89,109,3,I
4,0,1,As
292,233,1,As
344,358,4,Dy
174,276,1,As
327,285,3,I
395,259,1,As
368,51,2,Ag
78,100,4,Dy
147,108,2,Ag
313,324,2,Ag
92,156,4,Dy
293,289,4,Dy
161,71,4,Dy
49,41,4,Dy
78,22,4,Dy
332,331,4,Dy
350,356,4,Dy
41,182,4,Dy
36,297,4,Dy
57,88,4,Dy
360,372,3,I
145,138,3,I
395,117,4,Dy
110,137,4,Dy
133,132,1,As
204,205,3,I
381,382,1,As
180,179,4,Dy
21,17,3,I
182,72,4,Dy
266,297,4,Dy
156,256,4,Dy
175,261,1,As
352,371,1,As
91,81,4,Dy
180,39,4,Dy
395,378,1,As
6,5,1,As
111,108,1,As
315,322,4,Dy
6,39,4,Dy
26,17,3,I
77,180,4,Dy
180,169,1,As
146,139,1,As
303,274,4,Dy
161,261,1,As
303,322,1,As
181,52,2,Ag
198,197,1,As
239,257,4,Dy
68,101,4,Dy
358,58,4,Dy
173,182,1,As
92,22,4,Dy
78,156,4,Dy
316,324,1,As
124,180,4,Dy
91,371,1,As
110,147,4,Dy
140,110,4,Dy
141,51,3,I
49,261,1,As
277,276,1,As
58,114,4,Dy
102,372,4,Dy
82,177,4,Dy
71,157,1,As
136,91,4,Dy
141,177,4,Dy
174,257,4,Dy
255,256,4,Dy
395,181,1,As
92,140,4,Dy
405,410,1,As
171,372,4,Dy
58,260,1,As
315,322,1,As
377,373,4,Dy
316,236,1,As
365,369,3,I
36,358,4,Dy
368,78,4,Dy
303,322,4,Dy
316,61,1,As
367,364,1,As
379,296,4,Dy
221,131,4,Dy
306,257,4,Dy
48,371,1,As
380,383,1,As
376,362,4,Dy
202,296,4,Dy
398,407,3,I
1,2,2,Ag
298,261,1,As
313,291,3,I
195,124,4,Dy
91,50,1,As
384,52,1,As
180,77,4,Dy
348,357,1,As
350,367,4,Dy
157,36,4,Dy
125,296,4,Dy
166,52,3,I
82,261,1,As
372,141,4,Dy
110,118,2,Ag
92,160,4,Dy
313,395,1,As
78,117,4,Dy
147,131,4,Dy
358,102,4,Dy
180,166,4,Dy
311,282,1,As
163,358,4,Dy
22,51,3,I
121,50,1,As
68,256,4,Dy
130,129,3,I
162,118,4,Dy
356,216,1,As
46,168,1,As
118,131,4,Dy
378,362,4,Dy
106,94,1,As
108,90,4,Dy
358,28,4,Dy
315,316,1,As
102,108,1,As
33,117,4,Dy
368,118,4,Dy
162,78,4,Dy
34,17,3,I
182,141,4,Dy
110,261,1,As
395,352,4,Dy
266,261,2,Ag
285,274,4,Dy
158,161,1,As
144,123,4,Dy
395,36,4,Dy
340,290,4,Dy
171,371,1,As
6,42,4,Dy
126,50,1,As
173,52,1,As
175,161,4,Dy
46,41,3,I
48,37,4,Dy
90,261,1,As
306,289,4,Dy
286,273,4,Dy
161,118,4,Dy
41,371,1,As
23,117,4,Dy
74,17,3,I
384,282,1,As
306,289,3,I
166,165,1,As
348,11,1,As
6,137,3,I
46,41,4,Dy
316,273,4,Dy
149,134,1,As
91,166,4,Dy
6,63,4,Dy
339,275,4,Dy
271,257,4,Dy
395,352,1,As
182,179,4,Dy
49,296,4,Dy
293,257,4,Dy
91,101,4,Dy
372,156,4,Dy
375,371,1,As
298,299,2,Ag
367,234,1,As
69,177,4,Dy
360,371,2,Ag
158,161,4,Dy
121,100,4,Dy
351,17,4,Dy
173,372,4,Dy
173,260,1,As
378,371,1,As
126,372,4,Dy
166,165,3,I
214,211,1,As
149,160,4,Dy
368,372,3,I
175,174,1,As
163,182,1,As
108,72,4,Dy
355,371,2,Ag
303,266,4,Dy
172,161,4,Dy
22,177,4,Dy
300,324,4,Dy
361,81,4,Dy
161,82,4,Dy
92,114,1,As
69,180,4,Dy
172,296,4,Dy
110,136,4,Dy
330,273,4,Dy
303,311,1,As
77,114,4,Dy
299,282,1,As
368,63,4,Dy
56,182,4,Dy
63,256,4,Dy
371,71,4,Dy
172,358,4,Dy
329,341,4,Dy
51,260,1,As
42,177,4,Dy
171,261,1,As
395,345,1,As
300,324,2,Ag
243,250,1,As
303,297,4,Dy
270,272,2,Ag
166,126,4,Dy
289,322,1,As
123,108,1,As
158,56,4,Dy
92,179,4,Dy
44,37,4,Dy
250,251,4,Dy
68,50,1,As
304,273,4,Dy
72,260,1,As
308,342,4,Dy
76,216,1,As
158,36,4,Dy
268,260,2,Ag
371,82,4,Dy
305,275,4,Dy
293,289,3,I
195,157,4,Dy
304,236,1,As
38,108,1,As
357,372,4,Dy
294,312,2,Ag
162,52,1,As
180,56,4,Dy
395,350,1,As
38,51,3,I
351,52,1,As
201,134,1,As
351,139,1,As
368,372,4,Dy
362,372,3,I
110,17,4,Dy
36,180,4,Dy
87,160,4,Dy
255,257,4,Dy
361,351,1,As
54,72,4,Dy
36,177,4,Dy
182,92,4,Dy
357,372,3,I
71,296,4,Dy
372,102,4,Dy
362,372,4,Dy
241,253,4,Dy
305,286,3,I
267,275,4,Dy
250,251,1,As
166,102,4,Dy
350,373,4,Dy
288,275,4,Dy
43,36,1,As
144,101,4,Dy
326,260,2,Ag
306,235,1,As
376,348,4,Dy
308,265,4,Dy
56,157,1,As
292,257,4,Dy
303,275,4,Dy
358,17,4,Dy
371,92,4,Dy
338,273,4,Dy
166,168,4,Dy
51,296,4,Dy
348,36,4,Dy
315,316,4,Dy
259,260,2,Ag
121,160,4,Dy
144,202,1,As
395,350,4,Dy
182,58,4,Dy
383,382,1,As
140,119,4,Dy
302,342,4,Dy
57,179,4,Dy
162,372,4,Dy
395,100,4,Dy
6,38,4,Dy
46,261,1,As
162,68,4,Dy
42,51,3,I
77,179,4,Dy
90,297,4,Dy
106,105,4,Dy
289,322,4,Dy
395,77,1,As
39,257,4,Dy
395,81,4,Dy
368,68,4,Dy
123,120,1,As
265,50,1,As
175,297,4,Dy
111,183,1,As
23,50,1,As
42,108,1,As
60,61,1,As
118,369,1,As
91,372,4,Dy
395,49,1,As
395,356,4,Dy
411,404,1,As
171,178,1,As
343,358,4,Dy
40,108,1,As
315,275,4,Dy
157,72,4,Dy
358,36,4,Dy
293,340,1,As
92,296,4,Dy
116,134,1,As
168,140,4,Dy
313,394,4,Dy
57,296,4,Dy
22,297,4,Dy
40,257,4,Dy
372,92,4,Dy
78,296,4,Dy
33,160,4,Dy
88,256,4,Dy
222,221,1,As
238,296,4,Dy
118,17,4,Dy
49,297,4,Dy
123,50,1,As
265,274,1,As
92,199,1,As
57,36,1,As
106,105,1,As
299,261,2,Ag
147,125,4,Dy
340,61,1,As
141,114,4,Dy
395,339,1,As
300,290,4,Dy
87,117,4,Dy
162,260,1,As
171,358,4,Dy
161,297,4,Dy
78,256,4,Dy
57,256,4,Dy
147,124,4,Dy
348,351,1,As
181,166,4,Dy
54,42,4,Dy
395,356,1,As
224,223,1,As
171,178,4,Dy
54,126,4,Dy
43,40,4,Dy
250,249,1,As
92,100,4,Dy
173,371,1,As
182,114,4,Dy
72,157,1,As
326,324,2,Ag
48,182,4,Dy
355,372,4,Dy
43,40,3,I
315,267,4,Dy
147,149,1,As
239,256,4,Dy
329,275,4,Dy
355,372,3,I
384,81,4,Dy
6,71,4,Dy
340,324,1,As
54,36,4,Dy
57,100,4,Dy
126,371,2,Ag
293,233,1,As
82,297,4,Dy
326,324,4,Dy
313,342,4,Dy
241,250,1,As
108,77,4,Dy
301,274,4,Dy
166,90,4,Dy
46,40,4,Dy
280,296,4,Dy
388,386,1,As
157,38,4,Dy
395,49,4,Dy
33,50,1,As
270,275,4,Dy
340,324,4,Dy
351,155,2,Ag
172,162,4,Dy
221,209,3,I
372,17,4,Dy
118,216,1,As
179,50,3,I
265,274,4,Dy
176,290,4,Dy
126,101,4,Dy
395,72,4,Dy
91,69,4,Dy
109,131,4,Dy
180,257,4,Dy
44,41,3,I
285,61,1,As
395,76,1,As
58,261,1,As
112,199,1,As
52,78,4,Dy
379,297,4,Dy
158,141,4,Dy
371,102,4,Dy
58,358,4,Dy
395,256,4,Dy
36,51,3,I
367,369,1,As
327,236,1,As
375,358,4,Dy
28,296,4,Dy
395,38,1,As
163,260,2,Ag
180,108,3,I
116,136,4,Dy
162,51,1,As
241,248,4,Dy
328,275,4,Dy
393,256,4,Dy
372,36,4,Dy
59,17,3,I
49,114,4,Dy
108,126,4,Dy
338,286,3,I
180,108,4,Dy
43,256,4,Dy
291,275,4,Dy
46,358,4,Dy
322,320,1,As
395,38,4,Dy
327,273,4,Dy
311,237,1,As
329,272,1,As
361,59,1,As
372,28,4,Dy
278,276,1,As
290,273,4,Dy
108,36,4,Dy
166,28,4,Dy
380,384,4,Dy
348,54,1,As
91,108,1,As
44,41,4,Dy
56,261,1,As
166,53,1,As
118,261,1,As
348,136,4,Dy
265,322,4,Dy
81,222,1,As
395,42,4,Dy
77,257,4,Dy
315,288,1,As
38,177,4,Dy
6,157,1,As
371,155,2,Ag
136,127,1,As
243,257,3,I
378,355,4,Dy
310,324,4,Dy
182,200,1,As
111,371,1,As
358,156,4,Dy
50,397,3,I
315,297,4,Dy
336,275,4,Dy
279,297,4,Dy
23,101,4,Dy
99,101,1,As
384,17,4,Dy
235,256,4,Dy
123,177,4,Dy
269,271,3,I
247,246,1,As
28,261,1,As
69,51,3,I
243,257,4,Dy
166,82,4,Dy
299,298,1,As
258,243,4,Dy
142,194,3,I
243,253,1,As
337,274,4,Dy
393,395,1,As
54,90,4,Dy
118,155,1,As
54,77,4,Dy
77,297,4,Dy
181,372,4,Dy
352,358,4,Dy
162,63,4,Dy
288,238,1,As
338,333,1,As
291,272,1,As
376,356,4,Dy
395,42,1,As
48,358,4,Dy
68,160,4,Dy
123,372,4,Dy
6,182,4,Dy
41,177,4,Dy
162,371,1,As
337,322,4,Dy
336,272,1,As
41,372,4,Dy
92,256,4,Dy
72,182,4,Dy
395,72,1,As
404,410,1,As
141,297,4,Dy
43,296,4,Dy
351,358,4,Dy
46,157,1,As
171,52,2,Ag
178,170,3,I
185,186,1,As
80,140,4,Dy
22,108,1,As
86,100,4,Dy
305,341,4,Dy
393,296,4,Dy
49,37,4,Dy
104,98,4,Dy
146,140,3,I
161,279,1,As
28,182,4,Dy
311,291,4,Dy
286,275,4,Dy
350,344,4,Dy
267,274,4,Dy
87,179,4,Dy
371,156,4,Dy
259,261,2,Ag
306,266,4,Dy
368,126,4,Dy
338,237,1,As
311,291,3,I
182,169,4,Dy
243,251,4,Dy
195,200,1,As
396,117,4,Dy
161,126,4,Dy
283,257,3,I
116,117,4,Dy
239,260,2,Ag
279,237,1,As
182,169,1,As
182,39,4,Dy
195,179,4,Dy
314,315,3,I
57,50,1,As
118,110,1,As
395,22,1,As
377,368,4,Dy
52,51,1,As
395,281,1,As
58,100,4,Dy
308,286,3,I
283,257,4,Dy
161,371,1,As
358,71,4,Dy
239,235,3,I
247,244,1,As
385,383,3,I
168,232,1,As
92,17,4,Dy
49,371,1,As
378,352,4,Dy
162,114,4,Dy
112,114,1,As
166,219,1,As
116,118,2,Ag
395,392,1,As
295,273,4,Dy
142,123,4,Dy
118,112,1,As
6,72,4,Dy
42,260,1,As
335,331,4,Dy
150,151,2,Ag
92,297,4,Dy
40,372,4,Dy
144,147,2,Ag
292,261,2,Ag
158,159,1,As
126,51,3,I
401,400,1,As
368,371,1,As
326,282,1,As
118,111,1,As
56,297,4,Dy
368,141,4,Dy
192,100,4,Dy
368,22,4,Dy
161,58,4,Dy
305,274,4,Dy
395,58,4,Dy
315,272,2,Ag
295,322,4,Dy
285,324,1,As
58,157,1,As
91,257,4,Dy
144,117,4,Dy
39,256,4,Dy
102,297,4,Dy
63,296,4,Dy
306,275,4,Dy
22,260,1,As
236,274,1,As
146,140,4,Dy
310,341,4,Dy
124,297,4,Dy
372,82,4,Dy
35,100,4,Dy
358,56,4,Dy
395,393,1,As
77,261,1,As
17,155,3,I
172,256,4,Dy
340,282,1,As
368,90,4,Dy
149,179,4,Dy
288,200,1,As
96,131,4,Dy
36,160,4,Dy
392,194,3,I
41,358,4,Dy
372,155,2,Ag
313,134,4,Dy
384,166,4,Dy
395,92,4,Dy
234,394,3,I
241,256,3,I
317,282,1,As
279,265,4,Dy
250,249,4,Dy
285,290,3,I
285,324,4,Dy
52,56,4,Dy
236,256,4,Dy
180,206,1,As
125,126,1,As
39,177,4,Dy
302,200,1,As
241,249,4,Dy
161,90,4,Dy
241,256,4,Dy
317,342,4,Dy
144,372,4,Dy
304,274,4,Dy
92,166,4,Dy
4,314,4,Dy
116,147,4,Dy
337,275,4,Dy
41,260,1,As
358,51,1,As
54,68,4,Dy
395,371,1,As
149,117,4,Dy
108,68,4,Dy
57,358,4,Dy
232,230,4,Dy
28,51,3,I
293,266,4,Dy
185,189,1,As
315,317,1,As
348,8,1,As
158,277,1,As
327,275,4,Dy
37,372,4,Dy
90,182,4,Dy
285,275,4,Dy
78,297,4,Dy
338,341,4,Dy
265,101,4,Dy
111,372,4,Dy
142,177,4,Dy
86,114,4,Dy
241,247,1,As
123,134,1,As
380,385,4,Dy
319,341,4,Dy
102,98,1,As
36,372,4,Dy
236,256,3,I
35,160,4,Dy
348,78,4,Dy
381,383,1,As
413,4,1,As
46,296,4,Dy
97,107,3,I
285,284,1,As
102,99,1,As
265,200,1,As
126,179,4,Dy
337,290,4,Dy
163,372,4,Dy
300,341,4,Dy
371,141,4,Dy
57,260,1,As
78,17,4,Dy
51,261,1,As
250,252,4,Dy
348,38,4,Dy
182,166,4,Dy
315,296,4,Dy
69,257,4,Dy
232,227,1,As
147,182,4,Dy
166,54,3,I
379,261,1,As
182,28,4,Dy
142,258,1,As
151,129,3,I
371,63,4,Dy
72,296,4,Dy
161,68,4,Dy
50,208,1,As
371,90,4,Dy
232,226,1,As
118,297,4,Dy
327,290,4,Dy
123,358,4,Dy
181,257,4,Dy
158,51,1,As
346,348,2,Ag
124,358,4,Dy
158,72,4,Dy
391,386,1,As
166,358,4,Dy
181,182,1,As
157,92,4,Dy
41,297,4,Dy
395,55,2,Ag
295,274,4,Dy
339,272,1,As
110,139,1,As
348,102,4,Dy
250,252,1,As
182,55,1,As
351,22,4,Dy
121,114,4,Dy
395,349,1,As
381,384,4,Dy
42,297,4,Dy
241,240,1,As
91,179,4,Dy
396,179,4,Dy
315,266,4,Dy
182,61,1,As
189,188,1,As
326,273,4,Dy
95,103,3,I
118,365,4,Dy
46,180,4,Dy
91,100,4,Dy
395,343,4,Dy
6,177,4,Dy
6,78,4,Dy
144,179,4,Dy
51,177,4,Dy
52,118,4,Dy
232,230,1,As
58,160,4,Dy
268,257,4,Dy
348,77,4,Dy
232,228,4,Dy
387,386,3,I
293,275,4,Dy
3,2,2,Ag
87,101,4,Dy
360,358,4,Dy
285,322,1,As
395,349,4,Dy
303,260,2,Ag
299,342,4,Dy
376,349,4,Dy
111,137,4,Dy
358,118,4,Dy
232,227,4,Dy
141,296,4,Dy
348,367,1,As
158,42,4,Dy
72,180,4,Dy
317,273,4,Dy
192,191,1,As
46,260,1,As
136,110,4,Dy
78,114,4,Dy
77,51,3,I
270,273,4,Dy
142,257,4,Dy
396,100,4,Dy
232,228,1,As
79,17,3,I
166,141,4,Dy
110,69,4,Dy
232,226,4,Dy
383,395,1,As
140,91,4,Dy
147,261,1,As
358,72,4,Dy
279,291,4,Dy
259,257,4,Dy
54,58,4,Dy
311,324,1,As
367,365,1,As
4,319,4,Dy
310,275,4,Dy
376,368,4,Dy
123,297,4,Dy
308,274,4,Dy
368,156,4,Dy
126,257,4,Dy
303,341,4,Dy
46,50,1,As
77,296,4,Dy
88,182,4,Dy
395,27,1,As
34,114,4,Dy
157,77,4,Dy
49,372,4,Dy
24,17,3,I
127,128,1,As
147,118,3,I
137,136,4,Dy
143,131,4,Dy
395,343,1,As
326,257,4,Dy
158,28,4,Dy
153,128,1,As
77,81,4,Dy
118,158,4,Dy
144,100,4,Dy
156,180,4,Dy
91,199,1,As
292,289,3,I
236,274,4,Dy
161,372,4,Dy
176,256,4,Dy
6,28,4,Dy
293,295,4,Dy
182,296,4,Dy
368,351,1,As
92,114,4,Dy
350,360,4,Dy
292,289,4,Dy
324,322,3,I
118,114,4,Dy
223,224,1,As
285,322,4,Dy
116,100,4,Dy
371,126,4,Dy
180,36,4,Dy
54,118,4,Dy
108,118,4,Dy
108,71,4,Dy
378,344,4,Dy
35,179,4,Dy
395,43,1,As
376,375,4,Dy
235,275,4,Dy
96,97,1,As
395,172,1,As
163,157,4,Dy
126,182,4,Dy
162,358,4,Dy
395,114,4,Dy
379,372,4,Dy
118,165,3,I
36,157,1,As
311,324,4,Dy
157,39,4,Dy
395,163,4,Dy
182,42,4,Dy
273,272,3,I
289,272,1,As
108,58,4,Dy
236,322,4,Dy
110,138,3,I
118,202,1,As
162,58,4,Dy
91,117,4,Dy
6,11,1,As
58,179,4,Dy
172,257,4,Dy
180,63,4,Dy
180,92,4,Dy
338,275,4,Dy
157,55,3,I
111,258,1,As
110,358,4,Dy
147,134,1,As
182,53,1,As
102,261,1,As
82,296,4,Dy
123,139,2,Ag
69,182,4,Dy
69,184,1,As
37,36,3,I
37,371,1,As
111,118,1,As
395,57,4,Dy
88,297,4,Dy
311,265,4,Dy
36,258,1,As
378,344,3,I
175,180,1,As
102,296,4,Dy
46,37,4,Dy
367,365,4,Dy
395,43,4,Dy
154,129,3,I
140,138,1,As
351,371,2,Ag
142,358,4,Dy
266,257,4,Dy
395,22,4,Dy
258,237,4,Dy
219,217,1,As
395,372,2,Ag
172,173,1,As
77,182,4,Dy
288,287,1,As
49,40,3,I
68,297,4,Dy
144,371,1,As
192,179,4,Dy
66,17,3,I
157,58,4,Dy
351,166,4,Dy
108,51,1,As
315,312,1,As
166,101,4,Dy
123,114,4,Dy
49,40,4,Dy
301,237,1,As
162,77,4,Dy
137,139,1,As
161,39,4,Dy
58,180,4,Dy
395,372,4,Dy
74,160,4,Dy
52,102,4,Dy
195,50,1,As
110,140,4,Dy
172,260,1,As
390,386,1,As
337,333,1,As
92,51,3,I
91,261,1,As
395,118,4,Dy
125,182,4,Dy
33,114,4,Dy
22,256,4,Dy
42,256,4,Dy
395,169,4,Dy
152,127,1,As
302,273,4,Dy
379,52,2,Ag
176,162,3,I
52,38,4,Dy
147,372,4,Dy
181,161,4,Dy
98,297,4,Dy
395,39,4,Dy
175,260,1,As
361,155,2,Ag
54,56,4,Dy
139,119,4,Dy
377,372,4,Dy
58,177,4,Dy
305,324,2,Ag
40,371,1,As
57,257,4,Dy
372,78,4,Dy
271,265,3,I
36,202,1,As
317,312,1,As
358,68,4,Dy
348,155,4,Dy
28,297,4,Dy
259,296,4,Dy
271,270,1,As
118,371,1,As
350,362,4,Dy
250,253,1,As
391,383,4,Dy
368,81,4,Dy
395,169,1,As
332,333,1,As
49,117,4,Dy
327,342,4,Dy
305,324,4,Dy
158,39,4,Dy
307,272,2,Ag
356,372,4,Dy
74,50,1,As
237,297,4,Dy
236,260,1,As
162,38,4,Dy
139,145,4,Dy
146,91,4,Dy
52,77,4,Dy
182,51,1,As
243,261,1,As
339,324,4,Dy
180,82,4,Dy
379,169,4,Dy
57,108,1,As
377,372,1,As
152,136,3,I
356,372,3,I
78,51,3,I
313,282,1,As
243,252,1,As
7,395,1,As
162,102,4,Dy
40,261,1,As
168,165,3,I
168,215,1,As
361,358,4,Dy
368,42,4,Dy
292,273,4,Dy
36,256,4,Dy
56,51,3,I
250,253,4,Dy
378,363,4,Dy
109,127,1,As
39,157,1,As
301,286,3,I
182,371,1,As
330,293,3,I
102,182,4,Dy
336,273,4,Dy
348,63,4,Dy
23,100,4,Dy
349,358,4,Dy
49,182,4,Dy
384,22,4,Dy
291,273,4,Dy
339,324,1,As
182,51,4,Dy
158,71,4,Dy
166,127,4,Dy
108,56,4,Dy
123,258,1,As
243,252,4,Dy
35,101,4,Dy
372,69,4,Dy
328,273,4,Dy
127,165,3,I
305,291,4,Dy
395,29,1,As
267,324,1,As
118,51,3,I
